ts_code,list_date,delist_date
IRDEY,20120514,
IRDM,20080320,
IREHF,20121024,
IREP,19991209,
IRET,19971016,
IRIDQ,19970610,
IRIG,20110907,
IRIX,19960216,
IRLCF,19941005,
IRLTF,20131031,
IRLTY,20081120,
IRM,19960201,
IRMD,20140716,
IRMGF,20140113,
IRMTF,20160322,
IRNC,20100430,
IRNG,20010109,
IRNRF,20100927,
IRNS,20110223,
IROQ,20110708,
IRPSY,20180206,
IRPTF,20170726,
IRRAF,20200210,
IRRHF,20071011,
IRRZF,20171207,
IRS,20100630,
IRT,20130813,
IRTC,20161020,
IRVDF,20150724,
IRVRF,20160406,
IRWD,20100203,
ISAT,20110223,
ISBA,20030327,
ISBC,20050825,
ISBL,19931013,
ISCDF,20190710,
ISCNF,20171216,
ISCO,20120724,
ISDAF,20140113,
ISDAY,20130220,
ISDCF,20120424,
ISDR,19890509,
ISDSF,19600101,
ISEE,20130925,
ISENF,20170426,
ISEYF,20140115,
ISF,20170918,
ISFFF,20171010,
ISGN,19941206,
ISHI,19861216,
ISHM,20030612,
ISIG,19910625,
ISLV,20080327,
ISMAF,20140113,
ISMAY,20110121,
ISML,20060125,
ISNPY,20070105,
ISNS,19950505,
ISOL,19831007,
ISOLF,20141120,
ISON,19970924,
ISPD,19990923,
ISR,19840308,
ISRB,20120229,
ISRG,20000612,
ISRJF,20140113,
ISRMF,20170717,
ISSC,20000804,
ISSDY,20141125,
ISSFF,20140113,
ISTC,19860505,
ISTR,20140701,
ISUZF,20140113,
ISUZY,19910125,
ISVG,20030130,
ISVJF,20160511,
ISVLF,19600101,
ISWH,20071023,
ISYX,19901009,
IT,19931005,
ITAYY,20111003,
ITCB,20031125,
ITCC,20050826,
ITCFY,20090122,
ITCI,20131227,
ITCJ,20000919,
ITCTY,20100630,
ITDN,19750106,
ITEC,20111107,
ITEGF,20140808,
ITEPF,20140811,
ITEX,20120724,
ITFY,19990202,
ITGR,20000929,
ITHUF,20160910,
ITI,19841107,
ITIC,19861203,
ITJTY,20171106,
ITKG,20120724,
ITKH,20040802,
ITKSF,20080408,
ITLI,20060511,
ITLK,20080509,
ITLL,20160217,
ITMC,20090505,
ITMMF,20110105,
ITMPF,20140113,
ITMR,20190307,
ITMSF,20140113,
ITMTF,20140113,
ITMZF,20150309,
ITNF,19961231,
ITNM,20120724,
ITNRF,20140813,
ITNS,20070131,
ITOCF,20140113,
ITOCY,19890921,
ITOEF,20140113,
ITOX,20100921,
ITP,20070306,
ITPC,19981217,
ITPOF,19920214,
ITRI,19931105,
ITRKD,20161103,
ITRM,20180615,
ITRN,19990929,
ITRO,19901228,
ITRUF,20160902,
ITRX,19971003,
ITSHF,20030121,
ITSJF,20011205,
ITSMF,19901016,
ITSPF,20140113,
ITT,19651001,
ITTGF,20160415,
ITTOF,20140113,
ITTOY,20131216,
ITUB,20010724,
ITUP,20160609,
ITVI,20030826,
ITVPF,20011205,
ITVPY,20110131,
ITW,19730313,
ITXXF,20200408,
IUSDF,20180202,
IUTMF,20200406,
IVAC,19951121,
IVBXF,20190904,
IVC,19840511,
IVCO,20010315,
IVDA,20071113,
IVDN,20031001,
IVEVF,20190507,
IVFH,19791016,
IVFZF,19990315,
IVHI,19991118,
IVINF,20171121,
IVITF,20150528,
IVIXF,20130517,
IVME,20040419,
IVPAF,20121210,
IVR,20090626,
IVREF,20161212,
IVRO,19910516,
IVRPRA,20120723,
IVRPRB,20190319,
IVRPRC,20170811,
IVSBF,20140113,
IVST,20061212,
IVSXF,20140113,
IVTJF,20140113,
IVTJY,20190315,
IVVI,20050811,
IVZ,19950825,
IWAL,20120411,
IWBB,20171109,
IWGFF,20031007,
IWKS,19801013,
IWMG,20130620,
IWRS,19870916,
IWSY,20000215,
IX,19980916,
IXEH,20100913,
IXOG,20050324,
IXSBF,20050128,
IYXI,20021127,
IZCFF,20140113,
IZEA,20110607,
IZNN,20070227,
IZOZF,20190312,
IZQVF,20141229,
J,19710427,
JACK,19920305,
JACO,19750102,
JADA,20070111,
JADG,20130507,
JADSF,20161221,
JAGGF,20130607,
JAGR,19961021,
JAGX,20150514,
JAIRF,20130821,
JAKK,19960501,
JALA,20120216,
JALC,19850918,
JAMGF,19600101,
JAMN,20101019,
JAN,19911107,
JANL,20120724,
JAPAF,20140113,
JAPAY,20141003,
JAPSY,20140225,
JARLF,19740319,
JASNQ,20131018,
JASSF,20200422,
JAUGF,19600101,
JAX,20150925,
JAXAF,20200617,
JAZTF,20140113,
JAZZ,20070531,
JBARF,20091008,
JBAXY,20091112,
JBFCF,20140113,
JBFCY,20130221,
JBGS,20170706,
JBHT,19831122,
JBL,19930429,
JBLU,20020228,
JBSAY,20081126,
JBSS,19911204,
JBT,20080716,
JBZY,20090316,
JCAP,20150327,
JCAPPRB,20180122,
JCDAF,19991015,
JCDS,19930713,
JCDXF,20140113,
JCDXY,20140624,
JCI,19671114,
JCKRF,20120831,
JCOM,19990721,
JCPNQ,19620702,
JCS,19811118,
JCTCF,19891110,
JCTG,20171016,
JCYCF,20140113,
JCYGY,20040727,
JD,20140522,
JDDSF,20171222,
JDSHF,20140113,
JDSPY,20180710,
JDVB,20030625,
JDWPF,20140115,
JDWPY,20020715,
JE,19600101,
JECFF,20140113,
JEF,19620702,
JEHLY,19930428,
JEII,20190708,
JEIIW,20190904,
JELCF,20140113,
JELD,20170127,
JEMC,20120726,
JERT,20050711,
JETMD,20040301,
JETR,20071127,
JEXYF,20140221,
JEXYY,20021220,
JFBC,19970115,
JFBHF,20140113,
JFEEF,20140113,
JFIL,20140718,
JFIN,20190514,
JFK,20190516,
JFKKU,20190328,
JFROF,20131104,
JFTSF,20161121,
JFU,20190815,
JFWV,20120724,
JG,20180726,
JGCCF,20140113,
JGCCY,20110309,
JGFCF,19600101,
JGHG,20100927,
JGHHY,20200529,
JGLCF,20200331,
JGLDF,20130225,
JGLMY,20130115,
JGSHF,20140113,
JGSMY,20140304,
JHAA,20181219,
JHG,20170530,
JHIUF,20140113,
JHX,20011022,
JIAXF,20140113,
JIH,20191220,
JIHU,20191108,
JILL,20170309,
JINFF,19600101,
JIXAY,20031007,
JJSF,19860204,
JKEHY,20100630,
JKELF,20200529,
JKHY,19851120,
JKLPF,20200529,
JKPTF,20170317,
JKRO,20181023,
JKS,20100514,
JKSM,20000601,
JLFNF,20130520,
JLGFF,20051005,
JLL,19970717,
JLMC,19890801,
JLMKF,20140918,
JMBRF,20170214,
JMCCF,20170208,
JMDA,20031222,
JMDP,19961216,
JMHLY,20040604,
JMIA,20190412,
JMIH,20001020,
JMKJ,20170803,
JMON,19790205,
JMP,20070509,
JMPLF,20140113,
JMPLY,19880126,
JMSB,20131121,
JMTM,19930310,
JMXXF,20190410,
JNBYF,20190717,
JNCCF,20200624,
JNCE,20170127,
JNDOF,20130415,
JNES,19901005,
JNEXF,19600101,
JNJ,19620702,
JNMB,19890822,
JNNDF,20151230,
JNPKF,20140501,
JNPR,19990625,
JNSH,19950914,
JNSTF,19940628,
JOB,19680919,
JOBS,20040924,
JOE,19871006,
JOEY,20130417,
JOUT,19871009,
JP,20150716,
JPAVF,20140122,
JPDYY,20170905,
JPEX,20130125,
JPHLF,20151211,
JPM,19690305,
JPMPRC,20190118,
JPMPRD,20180919,
JPMPRG,20180319,
JPMPRJ,20191107,
JPNRF,20160120,
JPOTF,19990907,
JPPHY,20180510,
JPPIF,20200313,
JPRRF,20020514,
JPSTF,20151116,
JPSWF,20140113,
JPSWY,19910529,
JPTXF,20140113,
JPXGY,20150513,
JRDN,20071123,
JREIF,20140113,
JRIV,20130401,
JRJC,20041011,
JRJRQ,20101014,
JRNGF,20150331,
JRONF,19890728,
JRONY,20081024,
JROOF,20140507,
JRSH,20180504,
JRSS,20160927,
JRVMF,20190801,
JRVR,20141212,
JRVS,20130729,
JSAIY,20040720,
JSBL,20191106,
JSCPF,20140113,
JSCPY,20130122,
JSDA,20040209,
JSEJF,20060411,
JSEOF,20190826,
JSFCF,20050311,
JSFCY,20050203,
JSGCF,19850719,
JSGRY,20100508,
JSHG,20190816,
JSHLY,20040604,
JSM,20170919,
JSNSF,20140113,
JSTS,19950724,
JT,20171117,
JTBK,20060503,
JTCMF,20140113,
JTEKF,20100807,
JTEKY,20110124,
JTNB,20010109,
JTTRY,20160413,
JUBPF,20140113,
JUGRF,20180604,
JUHDY,20191231,
JUHL,20120724,
JUKIY,20160317,
JUMSF,20130312,
JUMSY,20150319,
JUMT,20070312,
JUPGF,20181105,
JUSHF,20190618,
JUTOY,20130801,
JUVF,19930329,
JVA,20050429,
JVCZY,20140731,
JVTSF,20140113,
JW.A,19740319,
JWB,19820928,
JWCAF,20180625,
JWHI,20160614,
JWN,19721214,
JWSU,20200514,
JXHGF,20110627,
JXHLY,20100408,
JXMNF,20160615,
JYNT,20141111,
JYSKF,20171120,
JYSKY,20101015,
JZZI,20040804,
K,19620702,
KABDF,20140523,
KACPF,20140113,
KAEPF,20140113,
KAEPY,20081023,
KAHL,20010130,
KAI,19921109,
KAIKY,20120702,
KAJMF,20140113,
KAJMY,19750131,
KAKKF,20140113,
KALA,20170720,
KALG,20041221,
KALOD,20120724,
KALTF,19600101,
KALU,20060517,
KALV,20150409,
KALY,20080214,
KAMN,19721214,
KAMRF,20200115,
KANKF,20140113,
KANP,20040329,
KAOCF,19740319,
KAOOY,19910328,
KAR,20091211,
KARBF,20140113,
KARE,19931012,
KASBF,20100814,
KAST,19950127,
KATOF,20160113,
KATX,20050209,
KAVL,20050621,
KAYS,19981231,
KB,20011101,
KBAGF,20140113,
KBAL,19760928,
KBBTF,20170619,
KBCSF,20140113,
KBCSY,20100801,
KBDCF,20140113,
KBDCY,20141006,
KBDHF,20110421,
KBEVF,20140117,
KBGCF,19600101,
KBH,19860801,
KBLB,20101008,
KBLM,20170627,
KBLMR,20170703,
KBLMU,20170608,
KBPH,20020307,
KBR,20061115,
KBRLF,20100212,
KBRS,20140729,
KBSF,20130307,
KBSTF,19740319,
KBYPF,20190118,
KC,20200508,
KCACU,20200626,
KCDMF,20140113,
KCDMY,19931202,
KCKSF,20140228,
KCLI,19750102,
KCMH,20041104,
KCPC,19980428,
KDCE,19980505,
KDCXF,20030625,
KDDIF,20140113,
KDDIY,20081013,
KDEVF,20190405,
KDKGF,20140113,
KDKN,20010703,
KDMN,20160727,
KDNG,19980115,
KDOZF,19990122,
KDP,20080409,
KDSKF,20140113,
KE,20141103,
KEFI,19600101,
KEGX,20161219,
KELTF,20130306,
KELYA,19721214,
KELYB,19840802,
KEN,20150106,
KENS,19760128,
KEP,19941007,
KEQU,19721214,
KERMF,20140113,
KERN,20180226,
KEWL,19750106,
KEX,19760913,
KEY,19720223,
KEYPRJ,20180724,
KEYPRK,20190423,
KEYS,20141020,
KEYUF,19600101,
KFFB,20041007,
KFFLF,20180403,
KFMNF,20190702,
KFRC,19950815,
KFS,20010711,
KFY,19990211,
KGAUF,20130426,
KGBLF,20101119,
KGBLY,20191211,
KGC,19930603,
KGDEF,20140113,
KGDEY,20130820,
KGET,19970408,
KGFHF,20030905,
KGFHY,19950925,
KGGNF,20191023,
KGHI,20010501,
KGHPF,20140113,
KGHZF,19600101,
KGJI,20100819,
KGKG,20020110,
KGLLF,20200603,
KGNR,20150609,
KGRI,19980617,
KGSDF,20050513,
KGSPF,19890531,
KGSPY,20150926,
KGTFF,20140113,
KGTFY,20121003,
KGTHY,20191004,
KHC,20150706,
KHDHF,20100421,
KHEXF,20140113,
KHNGF,20140113,
KHNGY,20130115,
KHOLY,20081013,
KHOTF,20200602,
KHRIF,20140113,
KHTRF,20140403,
KHZM,20080507,
KIADF,20170726,
KICK,20160803,
KIDBQ,19840329,
KIDS,20171012,
KIGRY,20160609,
KIKOF,20140113,
KIKOY,20131115,
KIM,19911122,
KIMPRM,20171212,
KIMTF,20140113,
KIN,20131212,
KINS,19781204,
KINUF,20071011,
KIQ,20140113,
KIRK,20020618,
KIROY,20061221,
KIRY,20100907,
KISB,19950725,
KITL,20191108,
KIWB,20120724,
KJFI,19810223,
KJWNF,20140115,
KKKUF,20171113,
KKOYF,19840313,
KKOYY,20120322,
KKPNF,20140113,
KKPNY,19951023,
KKPT,20031211,
KKR,20100716,
KKRAF,20181019,
KKRPRA,20160315,
KKRPRB,20160615,
KKUOF,20200623,
KKUR,19930305,
KKWFF,20140113,
KL,19600101,
KLAC,19801008,
KLBAY,19950413,
KLDI,20190325,
KLDO,20190228,
KLEEF,20141105,
KLEG,20071016,
KLFE,20191205,
KLGG,20050314,
KLIB,20120828,
KLIC,19721214,
KLKBF,19600101,
KLKBY,19870515,
KLKNF,20140113,
KLMN,20180320,
KLMR,19620702,
KLOC,19881206,
KLPEF,20140113,
KLR,20180117,
KLRGF,20140113,
KLSVF,20140113,
KLTI,20101203,
KLWA,20151006,
KLXE,20180829,
KLYCY,20120329,
KLYG,20080318,
KMAAF,20111130,
KMAG,20050506,
KMB,19620702,
KMBIF,20190409,
KMDA,20080312,
KMERF,20140113,
KMFI,19950322,
KMGH,20100605,
KMGIF,20140113,
KMGLF,20140113,
KMHTY,20050415,
KMI,20110211,
KMLXF,20110601,
KMMPF,20160120,
KMNCF,20140113,
KMPH,20150416,
KMPR,19900423,
KMRCF,20140113,
KMRPF,20140113,
KMRSF,20100223,
KMSWF,20140113,
KMT,19670123,
KMTUF,20140113,
KMTUY,19750106,
KMWE,20140709,
KMX,19970204,
KN,20140214,
KNAMF,20140113,
KNBA,19971017,
KNBHF,20190325,
KNBIF,20140113,
KNBWF,20140113,
KNBWY,19730209,
KNCAF,20140113,
KNCAY,20081023,
KNCQF,20150827,
KNCRF,20140113,
KNCRY,20130808,
KNDI,20061130,
KNDRF,20170919,
KNDYF,20170407,
KNFSF,20161014,
KNGPF,20030806,
KNIT,20181005,
KNKT,20080918,
KNKZF,19760409,
KNL,20041214,
KNMCY,20020927,
KNNGF,20180531,
KNNNF,20191220,
KNNVF,20200310,
KNOFF,20121203,
KNOLF,19600101,
KNOP,20130410,
KNOS,19990617,
KNRLF,19600101,
KNRRY,20190125,
KNSA,20180524,
KNSC,20050727,
KNSL,20160728,
KNTNF,20160527,
KNWN,20060227,
KNWWF,20071009,
KNX,20170911,
KNYJF,20140113,
KNYJY,20100727,
KO,19620702,
KOAN,19930331,
KOD,20181022,
KODK,20130923,
KOF,19930825,
KOGL,19970430,
KOGMF,20140113,
KOLR,19980624,
KONAQ,20050815,
KOOYF,20140113,
KOP,20060120,
KOPN,19920415,
KOREF,20140113,
KOS,20110511,
KOSCF,20190411,
KOSK,20040823,
KOSS,19721214,
KOTMF,20140423,
KOTMY,20140425,
KOVR,20100422,
KOYJF,20190412,
KOZAY,20111129,
KOZZF,20181024,
KPAY,20130917,
KPCM,20020624,
KPCPF,20120926,
KPCPY,20110801,
KPDCF,20191021,
KPELF,20140113,
KPELY,19900105,
KPIFF,20171214,
KPLIF,20160607,
KPLUF,20140113,
KPLUY,20090212,
KPOC,20101022,
KPSHF,20180606,
KPTI,20131106,
KPTSF,20151130,
KPZIF,20150303,
KR,19620702,
KRA,20091217,
KRBF,20060721,
KRC,19970129,
KRDXF,20120702,
KRED,20140718,
KREF,20170505,
KREVF,20140113,
KRFG,19950831,
KRG,20040809,
KRIDF,19600101,
KRIUF,19600101,
KRKKF,20180129,
KRKNF,20151202,
KRKR,20191108,
KRLTF,20110309,
KRMD,20110222,
KRNGF,20140113,
KRNGY,20180927,
KRNLF,20140113,
KRNNF,20140113,
KRNT,20150402,
KRNTY,20181116,
KRNY,20041006,
KRO,20031110,
KROS,20200408,
KROTF,20140716,
KRP,20170203,
KRPI,20190829,
KRRGF,20110128,
KRRTF,20150810,
KRRYF,20150909,
KRTX,20190628,
KRUS,20190801,
KRYAF,20140113,
KRYAY,20000725,
KRYPF,19960723,
KRYPY,20110714,
KRYS,20170920,
KSANF,20140113,
KSBI,19931230,
KSFTF,20091204,
KSHB,20160105,
KSHDF,20161006,
KSIH,20060802,
KSKGF,20140113,
KSKGY,20070308,
KSLLF,20200622,
KSMRF,19600101,
KSNIF,20051003,
KSPHF,20170317,
KSQR,19920327,
KSRYY,20170202,
KSS,19920519,
KSSH,20070108,
KSSRF,20160926,
KSU,19620702,
KT,19990517,
KTB,20190509,
KTCC,19830622,
KTCIF,20140113,
KTEL,20070615,
KTGDF,20170324,
KTHGF,20140113,
KTHN,20120724,
KTNNF,20170313,
KTOS,19991103,
KTOV,20151120,
KTPPF,20180613,
KTWIF,20140113,
KTWIY,20200313,
KTYB,20120724,
KUBTF,19740319,
KUBTY,19761109,
KUKAF,20140113,
KUKAY,20140408,
KULR,20180718,
KUMBF,20140113,
KUNUF,20140113,
KURA,20150916,
KURCF,19740319,
KURRF,20140113,
KURRY,20081013,
KVAEF,20111201,
KVGOF,20200210,
KVHI,19960402,
KVIL,20060616,
KVLQF,19600101,
KVMD,20171129,
KW,20071203,
KWBT,20020131,
KWGBF,19950224,
KWGPF,20070611,
KWHAF,20140113,
KWHIF,20141009,
KWHIY,19980225,
KWIPF,20140113,
KWPCY,19980402,
KWR,19721214,
KWWMF,20170227,
KXIN,20171106,
KXPLF,19600101,
KXSCF,20140801,
KYCCF,20140113,
KYKOF,20140113,
KYNC,20060110,
KYNS,20130530,
KYOCF,20140113,
KYOCY,19760210,
KYRNF,20140415,
KYSEF,20140113,
KYSEY,20101005,
KYSVW,20190429,
KYUNF,20160126,
KYYHF,20180628,
KYYWF,20170912,
KYZN,19950824,
KZHXY,19980402,
KZIA,19990106,
KZMYF,20140113,
KZMYY,20081017,
KZR,20180621,
L,19620702,
LAAB,20171113,
LAACZ,19901228,
LAC,20180125,
LACQ,20180226,
LACQU,20171201,
LAD,19961218,
LADFF,20140113,
LADR,20140206,
LAGR,19860701,
LAIX,20180927,
LAKE,19860909,
LAKF,20190319,
LAMR,19960802,
LANC,19721214,
LAND,20130129,
LANZ,19721214,
LARAF,20140113,
LAREF,20140519,
LARK,19940328,
LARRF,20140113,
LASKF,20150205,
LASLY,20101210,
LASR,20180427,
LATF,19990618,
LATN,20191209,
LATNF,20140113,
LATNU,20191022,
LATX,20120724,
LAUR,20170201,
LAWS,19721214,
LAXAF,19890216,
LAZ,20050429,
LAZY,20180316,
LB,19730209,
LBAI,19980421,
LBAO,20190301,
LBAS,20070219,
LBBRF,20170727,
LBC,20171208,
LBCC,20091021,
LBCMF,20130116,
LBGF,19960802,
LBGUF,20200415,
LBHRD,20110127,
LBKLF,20190416,
LBLCF,20140113,
LBLTF,20140113,
LBRDA,20141104,
LBRDB,20141121,
LBRDK,20141104,
LBRG,20100425,
LBRMF,20100419,
LBRT,20180112,
LBSI,20190219,
LBSR,20120724,
LBTD,20160602,
LBTI,20070326,
LBTSF,20110815,
LBTYA,20040526,
LBTYB,20040527,
LBTYK,20050826,
LBUY,20170406,
LBWR,20050210,
LBYE,20100218,
LBYYQ,19861107,
LC,20141211,
LCA,20190606,
LCAHU,20190507,
LCAR,19750106,
LCCTF,20101123,
LCCTY,20140328,
LCDX,20120410,
LCHD,20191001,
LCI,19750131,
LCII,19850523,
LCKYF,20181002,
LCLP,20160602,
LCMRF,20160224,
LCNB,19990601,
LCNTU,19750106,
LCOMF,20200626,
LCPDF,20150914,
LCRE,20020404,
LCRTF,20140903,
LCSHF,20051130,
LCTC,20120322,
LCTSF,20170926,
LCTX,19920305,
LCUT,19910605,
LDDFF,20190425,
LDGYY,20180417,
LDHL,20040727,
LDKB,20030625,
LDL,19730907,
LDNXF,20140113,
LDOS,20061011,
LDRUF,20140113,
LDSCY,20161228,
LDSI,19990913,
LDSSF,20180710,
LDSVF,20140113,
LE,20140324,
LEA,20091106,
LEAF,20110126,
LEAI,20141229,
LEAS,19880324,
LEAT,20050701,
LECBF,19810702,
LECFF,20140113,
LECO,19950613,
LEDS,20101209,
LEE,19700317,
LEFUF,20140113,
LEG,19721214,
LEGH,20181214,
LEGIF,20130510,
LEGN,20200606,
LEGX,20100329,
LEIC,20031212,
LEJU,20140417,
LEKOF,20130723,
LEMIF,20120309,
LEMLF,20200521,
LEN,19710623,
LEN.B,20030409,
LENSF,20150129,
LENTY,20200316,
LEON,20120131,
LEPX,20190806,
LESAF,20140113,
LEU,19980723,
LEVI,20190321,
LEVL,20180421,
LEYOF,20181207,
LFAC,20180629,
LFACU,20180620,
LFAP,20120209,
LFBCF,19600101,
LFC,20031128,
LFCOF,20190208,
LFCYF,20130503,
LFDEF,20140115,
LFDJF,20200227,
LFER,20141022,
LFEX,20180104,
LFGP,20050908,
LFHLF,20160623,
LFIN,20171214,
LFLS,20071228,
LFPI,19931026,
LFSYF,20140113,
LFSYY,20140626,
LFUGF,20140113,
LFUS,19920922,
LFVN,19920908,
LFYPF,20171009,
LGAH,20030128,
LGBI,19920409,
LGBS,20070802,
LGC,20171201,
LGCHF,20050509,
LGCLF,20140113,
LGCU,20171117,
LGDDF,20140113,
LGDRF,20110322,
LGDTF,20110413,
LGF.A,19971021,
LGF.B,20161209,
LGFRY,20131125,
LGGNF,20140113,
LGGNY,19950612,
LGHEF,20190814,
LGHL,20190621,
LGIH,20131107,
LGL,19620702,
LGLOF,20200330,
LGLTF,20121129,
LGMFF,19600101,
LGMH,20101022,
LGNC,19780113,
LGND,19941125,
LGNDZ,20100223,
LGNXZ,20141204,
LGNYZ,20141204,
LGNZZ,20100223,
LGORF,19600101,
LGOYF,20140318,
LGRDY,20151111,
LGRVF,20140113,
LGSXY,20081113,
LGTHF,20140113,
LGTS,20061204,
LGTT,20040330,
LGVWU,20200521,
LGYRF,20190626,
LGYV,20160602,
LH,19950501,
LHC,20180416,
LHCG,20050302,
LHCU,20180213,
LHGI,20070312,
LHIL,20200625,
LHRP,20030304,
LHSIF,20141223,
LHUAF,20140113,
LHX,19620702,
LIACF,20140113,
LIBC,20101021,
LIBFD,19600101,
LICH,20020426,
LICT,19990901,
LIDM,20171110,
LIFE,20150507,
LIFS,20130912,
LIFX,20191115,
LIFZF,20100813,
LIGA,20100814,
LIHC,19990915,
LII,19990729,
LILA,20180102,
LILAB,20180507,
LILAK,20180102,
LIMAF,20140113,
LIN,20181031,
LINC,20050620,
LIND,20130703,
LINK,19930607,
LINS,19901025,
LINSA,19750131,
LINUF,20100702,
LINX,20190626,
LIOEF,20140113,
LIOPF,20180228,
LIOPY,20200316,
LIQDQ,20130726,
LIQT,20110825,
LITB,20130606,
LITE,20150724,
LITH,20081209,
LIVC,20000823,
LIVE,19991001,
LIVK,20200114,
LIVKU,20191211,
LIVN,19930211,
LIVX,20140718,
LIXT,20070905,
LIZI,20200117,
LJPC,20130403,
LJUIF,20170303,
LK,20190517,
LKAI,19870410,
LKCO,20190108,
LKCRU,20180702,
LKFLF,20120503,
LKFN,19931231,
LKHLY,20110506,
LKKRF,20180206,
LKMND,20170131,
LKOLF,20140113,
LKQ,20030801,
LKREF,20041122,
LKSB,20190114,
LKSDQ,20160929,
LKSGF,20140113,
LKST,20160614,
LKYSF,20140113,
LL,20071107,
LLBO,19940930,
LLDTF,19860919,
LLESF,20140113,
LLESY,20000515,
LLEX,20160527,
LLIT,20100423,
LLKKF,20181231,
LLLI,20030423,
LLND,19620702,
LLNKF,20181217,
LLNW,20070530,
LLNXF,20020828,
LLTHF,19871014,
LLY,19750102,
LM,19830801,
LMAT,20061019,
LMB,20140808,
LMBHW,20140807,
LMDCF,20140214,
LMEFF,20041130,
LMFA,20151208,
LMGDF,20180928,
LMGR,19980702,
LMHA,20190823,
LMLLF,20170519,
LMMFF,20170927,
LMMHF,20180423,
LMNGF,20181229,
LMNK,20030903,
LMNL,20140113,
LMNR,20100528,
LMNX,20000330,
LMPMF,20030916,
LMPMY,20070717,
LMPRF,20140113,
LMPX,20191205,
LMRK,20141114,
LMRMF,19600101,
LMRXF,19600101,
LMSAF,20180418,
LMSC,19940218,
LMSMF,20050215,
LMSQF,19600101,
LMST,20060627,
LMT,19620702,
LMTI,19830118,
LMWW,20020807,
LN,20160714,
LNC,19740319,
LNCLF,19600101,
LND,20110126,
LNDC,19880115,
LNDNF,20010810,
LNDT,20070326,
LNDZF,20150917,
LNG,19750106,
LNGB,20150820,
LNGLF,20080512,
LNGLY,20140214,
LNGPF,20160425,
LNGSF,20150305,
LNGT,20020215,
LNGYF,20140113,
LNHBF,20160323,
LNKB,20200601,
LNKE,20030325,
LNKG,20020115,
LNLHF,20180531,
LNN,19881012,
LNNFF,20160816,
LNNGF,20040616,
LNNGY,20101109,
LNNNF,20110301,
LNNNY,20140313,
LNNTF,20180109,
LNSPF,20121206,
LNSTY,20151105,
LNT,19690102,
LNTEF,20140113,
LNTH,20150625,
LNVGF,20040415,
LNVGY,20010109,
LNXGF,20120806,
LNXSF,20050118,
LNXSY,20200121,
LNXW,19960719,
LNZNF,20140113,
LOAC,20181016,
LOACU,20180829,
LOAK,20200528,
LOAKU,20200506,
LOAN,19990513,
LOB,20150723,
LOCMQ,20040721,
LOCO,20140725,
LODE,20020204,
LOFB,19990108,
LOGC,20181019,
LOGI,19970327,
LOGL,20120806,
LOGM,20090701,
LOGN,19950614,
LOGQ,20041123,
LOGX,20150610,
LOIMF,20100415,
LOIMY,20130313,
LOMA,20171103,
LOMLF,20101219,
LONCF,20110426,
LONE,20140113,
LONKF,20051018,
LOONF,20140113,
LOOP,20151111,
LOPE,20081119,
LOQPF,20101019,
LORL,20050727,
LOTE,20090701,
LOUIF,20131223,
LOV,20171106,
LOVE,20180627,
LOVFF,20190118,
LOVV,20160614,
LOW,19721214,
LPBC,20041220,
LPCN,20120615,
LPG,20140508,
LPHM,19730418,
LPI,20111215,
LPKFF,20110322,
LPKGF,20120229,
LPL,20040714,
LPLA,20101119,
LPMDF,20080306,
LPPI,19930303,
LPPPF,20181003,
LPRO,20180306,
LPRRF,20141008,
LPSIF,19600101,
LPSN,20000407,
LPTC,20000706,
LPTH,19960222,
LPTI,19740319,
LPTX,20170125,
LPX,19721229,
LQDA,20180726,
LQDT,20060222,
LQMT,20100520,
LQRCF,19600101,
LQSIF,20140113,
LQWC,20000211,
LRAXF,20110405,
LRCDF,20140113,
LRCFF,20140113,
LRCX,19840504,
LRDC,20120806,
LRDG,20160919,
LRDR,20121005,
LRENY,20170403,
LRGR,20140813,
LRLCF,19900706,
LRLCY,19840815,
LRMR,20140619,
LRN,20071212,
LRNT,19850424,
LRSNF,20161221,
LRSV,20100908,
LRTNF,20100305,
LRTTF,20170314,
LSAC,20200527,
LSACU,20200309,
LSANF,19600101,
LSBK,20060118,
LSCC,19891109,
LSCG,20100830,
LSDAF,20130220,
LSFG,19980810,
LSGEF,19600101,
LSGOF,20140113,
LSI,19950621,
LSIHF,20170324,
LSIIF,20140113,
LSKA,20011015,
LSLCF,20141211,
LSLPF,20101118,
LSMG,20091020,
LSMJ,19920803,
LSMLF,20080214,
LSMNF,20190618,
LSRCF,20190408,
LSRGL,20071011,
LSTR,19930305,
LSTYF,20170130,
LSXMA,20160418,
LSXMB,20160421,
LSXMK,20170217,
LSYN,20160802,
LTBR,20001110,
LTC,19920818,
LTCCF,20160628,
LTCP,20101117,
LTDH,20060529,
LTEC,19950818,
LTFD,19941215,
LTGHF,20110712,
LTGHY,20130627,
LTGJ,20151103,
LTHHF,20170306,
LTHIF,19600101,
LTHM,20181011,
LTHO,20051012,
LTHUQ,19901005,
LTMAQ,19971107,
LTMCF,20180215,
LTMP,20071213,
LTNC,20120629,
LTORY,20100630,
LTOUF,20100630,
LTRE,19951206,
LTRN,20200611,
LTRPA,20140827,
LTRPB,20140829,
LTRX,20000804,
LTSA,20180329,
LTSC,20100826,
LTTC,20130924,
LTTGF,20170821,
LTTHF,20180517,
LTTSF,20180911,
LTUC,20170824,
LTUM,20130919,
LTUS,20050713,
LTUU,20140324,
LUB,19730131,
LUCAF,20190523,
LUCC,20100604,
