ts_code,list_date,delist_date
CLGX,19721214,
CLGZF,19881115,
CLH,19871124,
CLHG,20141119,
CLHI,19931207,
CLHLF,20190515,
CLHRF,20120730,
CLHSF,20140113,
CLI,19940825,
CLIFF,20121225,
CLIGF,20140225,
CLIR,20120425,
CLIRF,20140113,
CLIS,20101118,
CLIUF,20120223,
CLKA,20101005,
CLKFF,20140113,
CLKTF,20040210,
CLKXF,19600101,
CLLA,19960503,
CLLDF,20140113,
CLLDY,19740319,
CLLFF,20200514,
CLLKF,20171115,
CLLLF,20171228,
CLLNY,20171121,
CLLS,20150325,
CLLXF,20111222,
CLMOF,20180910,
CLMPF,20101124,
CLMT,20060125,
CLNC,20180207,
CLNE,20070524,
CLNFF,20140113,
CLNH,20130408,
CLNXF,20170519,
CLNY,20140627,
CLNYPRG,20171102,
CLNYPRH,20170112,
CLNYPRI,20180313,
CLNYPRJ,20170914,
CLOEF,20190325,
CLOK,19961213,
CLOQ,20130122,
CLOW,20151103,
CLPBF,20140113,
CLPBY,20140113,
CLPE,20040826,
CLPHF,20140113,
CLPHY,19850131,
CLPIF,20190411,
CLPLF,20190307,
CLPR,20170210,
CLPS,20180524,
CLPT,20120521,
CLPXF,20100331,
CLPXY,20120214,
CLR,20070514,
CLRB,20050419,
CLRI,20120724,
CLRMF,20200527,
CLRN,19990701,
CLRO,19890303,
CLRYF,19600101,
CLS,19980630,
CLSD,20160602,
CLSH,20160602,
CLSI,19901003,
CLSK,20120718,
CLSN,19850305,
CLSPF,20200224,
CLSZF,19930519,
CLTFF,20140113,
CLTH,20020812,
CLTS,20030113,
CLTY,19920401,
CLUB,20050817,
CLVFA,19931231,
CLVLF,20140113,
CLVLY,20040428,
CLVS,20111116,
CLVSF,20100624,
CLW,20081203,
CLWA,20040526,
CLWD,20120730,
CLWT,19970314,
CLWY,19910626,
CLX,19750102,
CLXPF,20190913,
CLXS,20070626,
CLXT,20170720,
CLYXF,20130221,
CLYYF,20160210,
CLZNF,20140113,
CLZNY,20081006,
CM,19971113,
CMA,19721214,
CMAKY,20110629,
CMAUF,20130821,
CMBM,20190626,
CMBVF,20180920,
CMC,19620702,
CMCI,20120724,
CMCL,19841001,
CMCLF,20140113,
CMCM,20140508,
CMCO,19960223,
CMCSA,19721214,
CMCT,20140311,
CMCTP,20180918,
CMCXF,19600101,
CMD,19790710,
CMDRF,19600101,
CMDXF,20140113,
CME,20021206,
CMEGF,20191009,
CMEIF,20200522,
CMETF,19600101,
CMEY,20071220,
CMFO,20010712,
CMFV,19990517,
CMG,20060123,
CMGGF,19960715,
CMGHF,20150909,
CMGHY,20100323,
CMGJY,20100630,
CMGMF,19741011,
CMGMY,20111212,
CMGO,20101007,
CMHF,20200402,
CMHFF,20150421,
CMHHF,20140113,
CMHHY,20081015,
CMHZ,20000517,
CMI,19640910,
CMICF,20131015,
CMIM,20061103,
CMIT,20051122,
CMKI,19970708,
CMLEF,19600101,
CMLGF,20140113,
CMLLF,20180824,
CMLS,20180613,
CMMCF,20200615,
CMMMF,20120507,
CMNR,20040705,
CMNT,19980205,
CMO,19850905,
CMOPF,20170731,
CMOPRE,20180319,
CMOT,20101007,
CMP,20031212,
CMPCY,20101012,
CMPD,19870522,
CMPFF,20100630,
CMPGF,20020715,
CMPGY,20010703,
CMPNF,20140113,
CMPR,20050929,
CMPRF,20110324,
CMPUY,20121211,
CMPVF,20140113,
CMPY,19960612,
CMRB,20170607,
CMRE,20101104,
CMREPRD,20190909,
CMREPRE,20180129,
CMRX,20130411,
CMRZF,19600101,
CMS,19620702,
CMSQF,20140113,
CMSQY,20000131,
CMSYF,20160101,
CMT,19880819,
CMTDF,20140113,
CMTL,19721214,
CMTOY,20081002,
CMTRY,20130528,
CMTSY,20130517,
CMTUF,20200331,
CMTV,20120730,
CMTX,20100609,
CMULF,20101222,
CMUV,20071116,
CMVLF,20110406,
CMWAY,20080618,
CMWCF,20160101,
CMXC,20160602,
CMXHF,20140113,
CMXX,19941128,
CMYYY,20180427,
CMZOF,19981110,
CNA,19690203,
CNABQ,20160602,
CNACR,20170811,
CNAF,19940309,
CNBA,19961008,
CNBB,20101201,
CNBI,20120730,
CNBKA,19870520,
CNBKB,20030124,
CNBL,20030417,
CNBP,20191227,
CNBW,20020509,
CNBX,20100929,
CNBZ,20120730,
CNC,20011015,
CNCC,20170111,
CNCE,20140213,
CNCG,19961205,
CNCM,20041208,
CNCN,20030416,
CNCPF,20170301,
CNCT,20060802,
CNDCF,20140624,
CNDD,20020327,
CNDGF,20170505,
CNDL,19961105,
CNDPF,20140113,
CNDT,20161213,
CNEBF,20200324,
CNENF,19600101,
CNER,20040317,
CNET,20070307,
CNF,20181107,
CNFN,20071218,
CNFR,20150813,
CNGA,19950405,
CNGFF,20180126,
CNGGF,20171204,
CNGI,20020829,
CNGO,20140408,
CNGT,20051017,
CNHC,19971112,
CNHI,20130930,
CNI,19951117,
CNICF,20191028,
CNIG,19750106,
CNJG,20101007,
CNK,20070420,
CNLK,19980609,
CNLLF,20170228,
CNMD,19870723,
CNMF,20190205,
CNMTF,20181030,
CNMVF,20180119,
CNMXF,20101222,
CNNA,20110214,
CNNB,20151016,
CNNC,20110223,
CNND,20120731,
CNNE,20171120,
CNNEF,20140113,
CNNGF,20180112,
CNNM,20150130,
CNNWF,20180806,
CNNXF,20181227,
CNO,20030911,
CNOB,19960624,
CNOBF,20101015,
CNONF,20190531,
CNP,19620702,
CNPAF,20140113,
CNPAY,20120322,
CNPOF,20180921,
CNPPF,20151110,
CNPPRB,20180927,
CNPRF,20111229,
CNPTF,20200206,
CNQ,20000731,
CNR,19920403,
CNRAF,20120601,
CNRD,19980610,
CNRFF,20140113,
CNRIF,20140113,
CNRMF,20110215,
CNRR,20120430,
CNS,20040809,
CNSL,20050418,
CNSNF,20140113,
CNSP,20191108,
CNST,20180719,
CNSUF,20140113,
CNSWF,20140113,
CNTFY,20050418,
CNTG,20191118,
CNTMF,20190416,
CNTO,20121018,
CNTRF,20200427,
CNTTQ,20170824,
CNTY,19931110,
CNUCF,20110721,
CNUN,20190829,
CNVAF,20181113,
CNVCF,20190308,
CNVT,19950914,
CNVVF,20170307,
CNVVY,20170126,
CNWEF,20181015,
CNWGY,20190215,
CNWHF,20070712,
CNWI,19980515,
CNWT,20100826,
CNX,19990430,
CNXM,20140925,
CNXN,19980303,
CNXS,20070704,
CNYCF,20020325,
CO,20070122,
COBAF,20161220,
COBCF,20120405,
COBJF,20030721,
COCBF,19750102,
COCM,19980514,
COCP,20110307,
COCSF,20140113,
COCXF,20180619,
CODA,19940517,
CODAF,20121002,
CODEF,20080213,
CODGF,20140113,
CODI,20060508,
CODIPRB,20180307,
CODS,19840321,
CODX,20170712,
CODYY,20140403,
COE,20160610,
COECF,20140113,
COENF,20140113,
COF,19940811,
COFE,20161128,
COFI,20120731,
COFPRG,20180319,
COFPRH,20171017,
COFPRI,20190905,
COFPRJ,20200129,
COFS,20120731,
COFUF,20190109,
COG,19900111,
COGDF,19600101,
COGLF,20120724,
COGNY,20131210,
COGQF,20150909,
COGV,20020215,
COGZF,20100326,
COHG,20010109,
COHN,20040317,
COHO,19901009,
COHR,19721214,
COHU,19620702,
COIHF,20140113,
COIHY,20110815,
COIL,20110601,
COIVF,20140113,
COKE,19750102,
COLB,19920616,
COLCF,20020430,
COLD,20180119,
COLDF,20140113,
COLFF,20140113,
COLL,20150507,
COLM,19980327,
COLOF,20160419,
COLTF,20100222,
COLUF,19600101,
COLZF,20170615,
COMM,20131025,
COMRF,20200312,
COMS,20080814,
CONC,19901231,
CONE,20130118,
CONN,20031002,
CONXF,20191120,
COO,19830121,
COOP,20120328,
COOSF,20191105,
COP,19620702,
COPHF,20190402,
COPJF,20140113,
COPLF,20140113,
COPRF,20090731,
COR,20100924,
CORC,19960327,
CORE,20050131,
CORFF,20140113,
CORG,20000113,
CORR,20070131,
CORRPRA,20180319,
CORT,20040414,
CORVF,20100904,
CORX,20050818,
COSG,19990407,
COSLF,20140113,
COSM,20120724,
COSO,20170907,
COST,19820302,
COTE,20120731,
COTQF,20140113,
COTRP,20200622,
COTY,20130613,
COUP,20161006,
COUV,19990319,
COVTY,20161214,
COWI,20120731,
COWN,20060713,
COWP,19840606,
COYJF,20200416,
CP,19251231,
CPA,20051214,
CPAA,20190909,
CPAAU,20190718,
CPAC,20120208,
CPADF,20140421,
CPAH,20040302,
CPAI,20160602,
CPAMF,20140113,
CPB,19620702,
CPBLF,20120904,
CPCAF,20140113,
CPCAY,19940629,
CPCC,20081031,
CPE,19940919,
CPEFF,20130508,
CPEU,20020502,
CPF,19870824,
CPFH,19971030,
CPFXF,20140113,
CPG,20040608,
CPGLF,20140113,
CPGPD,20110203,
CPGVY,20100630,
CPGZF,19960627,
CPHB,20100621,
CPHC,19941205,
CPHI,19961224,
CPHRF,20140113,
CPHVF,20080801,
CPIHF,20030903,
CPITF,20190128,
CPIVF,20190211,
CPIX,20070807,
CPK,19721214,
CPKA,19970425,
CPKB,20171110,
CPKF,19950925,
CPKOF,20130118,
CPKPF,19901109,
CPKPY,19920828,
CPLG,20180531,
CPLLF,20151111,
CPLP,20070330,
CPLT,19971223,
CPMD,19991006,
CPMMF,20130125,
CPNBF,20140113,
CPNFF,19600101,
CPNVF,20111028,
CPPBY,20171005,
CPPCY,20130620,
CPPKF,20150319,
CPPMF,19600101,
CPPSF,20180725,
CPPTF,20190109,
CPPXF,20120731,
CPQQ,20120731,
CPRI,20111215,
CPRJ,20180525,
CPRK,20180525,
CPROF,20020809,
CPRS,20161003,
CPRT,19940317,
CPRX,20061103,
CPS,20100527,
CPSDF,20140422,
CPSH,19870715,
CPSI,20020405,
CPSJF,20140113,
CPSN,20180807,
CPSO,20031205,
CPSS,19921022,
CPST,20000629,
CPSV,20100525,
CPT,19930722,
CPTP,19841106,
CPTRF,20100720,
CPVNF,20150428,
CPWHF,20140113,
CPWIF,20140113,
CPWR,20061025,
CPWY,20000530,
CPXGF,20140113,
CPXWF,20100421,
CPYCF,20140113,
CPYJ,20040908,
CPYT,20121008,
CPYYF,20140113,
CPYYY,20010109,
CQCQ,20160614,
CQER,20060908,
CQGU,20141028,
CQP,20070320,
CQRLF,20140113,
CR,19620702,
CRAI,19980424,
CRARF,20140113,
CRARY,20081006,
CRAWA,20101018,
CRAYF,20200220,
CRBBF,20140113,
CRBJF,19961017,
CRBJY,20150513,
CRBO,19950912,
CRBP,20141027,
CRBTF,20180627,
CRC,20141113,
CRCA,20050114,
CRCBY,20170227,
CRCCY,20200513,
CRCUF,20040209,
CRCW,20170927,
CRD.A,20041025,
CRD.B,19721214,
CRDE,20110121,
CRDF,20020325,
CRDIY,20191009,
CRDNF,20160922,
CREAF,19920804,
CRECF,19600101,
CREE,19930209,
CREG,19830921,
CREJF,20170726,
CREQF,19991012,
CRERF,20140113,
CRESF,20140113,
CRESY,19970319,
CREX,20060901,
CRFQF,20150204,
CRFTF,20190617,
CRFU,20040615,
CRGE,20101001,
CRGGF,20170425,
CRGP,20020903,
CRGS,20120810,
CRH,19890421,
CRHCF,20140113,
CRHHF,20150708,
CRHKF,20140113,
CRHKY,20010109,
CRHM,19600101,
CRI,20020830,
CRIS,20000801,
CRJI,20060619,
CRK,19870828,
CRKHF,20200303,
CRKN,20200608,
CRKT,20020819,
CRKZY,20150309,
CRL,20000621,
CRLBF,20181204,
CRLFF,20140630,
CRLI,19831104,
CRLKP,20171216,
CRM,20040107,
CRMBQ,20100610,
CRMD,20100513,
CRMK,19831207,
CRMLF,20011123,
CRMT,19870313,
CRMZ,19800715,
CRNC,20190916,
CRNCY,20081017,
CRNT,20000804,
CRNX,20180718,
CRNY,20070108,
CRNZF,20140113,
CROJF,20140113,
CROL,20111013,
CROMF,20110112,
CRON,20160712,
CROOF,20140113,
CROX,20051208,
CRPE,19971211,
CRPFY,19940701,
CRPJF,20140113,
CRPJY,20100429,
CRPOF,20140113,
CRQDF,20140925,
CRQE,20061027,
CRRDF,20150528,
CRRFY,20081016,
CRRLF,20111214,
CRRRF,20080310,
CRRSQ,20010619,
CRRTF,20160411,
CRRTQ,20191224,
CRRVF,20161102,
CRS,19620702,
CRSA,20190418,
CRSAU,20190308,
CRSB,20120731,
CRSM,20080702,
CRSP,20161019,
CRSQ,20120312,
CRSS,20171016,
CRSWF,20150601,
CRSXF,19600101,
CRT,19920228,
CRTG,19740319,
CRTHF,20160713,
CRTIF,20170113,
CRTL,19960909,
CRTO,20131030,
CRTPF,20190116,
CRTSF,20110225,
CRTX,20190509,
CRUCF,20140113,
CRUS,19890609,
CRUUF,20140113,
CRVH,20050228,
CRVL,19910628,
CRVS,20160331,
CRVW,20040507,
CRVYF,19600101,
CRWD,20190612,
CRWE,20120731,
CRWFF,19960208,
CRWG,20120731,
CRWOF,20140113,
CRWOY,20100911,
CRWRF,20090921,
CRWS,19690203,
CRWTF,20001005,
CRXM,20010109,
CRXPF,20180604,
CRXXF,20170706,
CRY,19930212,
CRYBF,20160126,
CRYCY,20180425,
CRYO,20101111,
CRYYF,20180427,
CRZBF,20140113,
CRZBY,19750131,
CRZHF,20101201,
CRZY,19960329,
CS,19930429,
CSASF,20140113,
CSAY,20100823,
CSBB,19970421,
CSBF,19800721,
CSBI,20030603,
CSBR,19881125,
CSBTF,20140113,
CSCGY,20130220,
CSCMY,19950905,
CSCO,19900216,
CSDXF,20140113,
CSEAF,19600101,
CSFFF,19600101,
CSFSF,20100608,
CSGEF,20200304,
CSGH,20120731,
CSGKF,20140113,
CSGP,19960524,
CSGQF,20200410,
CSGS,19960228,
CSGU,20040721,
CSHB,20101215,
CSHEF,19930715,
CSHX,20130702,
CSII,20060616,
CSIOF,19740319,
CSIOY,19860731,
CSIQ,20061106,
CSKD,20100628,
CSKL,20100909,
CSL,19620702,
CSLI,19921002,
CSLLY,20081016,
CSLT,20140314,
CSNVF,20140113,
CSNVY,20110119,
CSOC,20080102,
CSOD,20110317,
CSOL,20050112,
CSPCY,20181229,
CSPI,19820129,
CSPKF,20140113,
CSPKY,20120111,
CSPR,20200206,
CSPS,19830811,
CSPUF,19600101,
CSQPF,20101021,
CSRFF,20200224,
CSRH,20101008,
CSRLF,20140113,
CSRNF,20140113,
CSSDF,20191111,
CSSE,20170818,
CSSEP,20180627,
CSSI,20030307,
CSSPF,20140703,
CSSSF,20181102,
CSSV,20160804,
CSSXF,20081231,
CSTE,20120322,
CSTI,20000313,
CSTJ,19960311,
CSTL,20190725,
CSTM,20130523,
CSTMF,20170824,
CSTPF,19600101,
CSTR,20160922,
CSU,19971031,
CSUAY,20081013,
CSUI,20190513,
CSV,19960808,
CSVI,20001010,
CSWI,20150930,
CSWYY,20120214,
CSX,19801113,
CSXXY,20120312,
CSYJF,20071011,
CSYJY,20110406,
CSYS,19951213,
CSYT,20030910,
CSZZF,20200423,
CTABF,20171128,
CTAGF,20140113,
CTAGY,20081013,
CTAIF,20030905,
CTAM,20170912,
CTAPRA,19740319,
CTARF,19600101,
CTAS,19830819,
CTB,19620702,
CTBG,19990315,
CTBI,19871229,
CTBK,20100428,
CTBO,20160523,
CTBZF,19960130,
CTCC,19920226,
CTCK,19980129,
CTDH,19950831,
CTDN,20120731,
CTDT,20120504,
CTEK,20120729,
CTEQF,20150514,
CTEUY,20021107,
CTFHF,20171128,
CTG,19721213,
CTGO,20101220,
CTHR,19971113,
CTHZ,19880913,
CTIB,19971105,
CTIC,19970321,
CTIHY,20150418,
CTILF,20200129,
CTIMF,20191002,
CTJHF,20140113,
CTJHY,20121212,
CTK,20180928,
CTL,19721214,
CTLE,20140718,
CTLT,20140731,
CTMCF,20140113,
CTMLF,20140422,
CTMUF,20170620,
CTMX,20151008,
CTNI,19990408,
CTNR,19750106,
CTNXF,19600101,
CTO,20181112,
CTOBF,20200117,
CTOHF,20140113,
CTON,19930629,
CTOP,20090306,
CTOUF,20190719,
CTPCF,20140113,
CTPCY,20020208,
CTPR,20101208,
CTPTY,19990928,
CTPZY,19990922,
CTRA,20160910,
CTRCQ,19910208,
CTRE,20140529,
CTRGF,20190607,
CTRM,20190211,
CTRN,20050518,
CTRRF,20160331,
CTRTF,20200224,
CTRVW,20190617,
CTRYF,20070319,
CTRYY,20090501,
CTS,19620702,
CTSDF,20190409,
CTSH,19980619,
CTSO,20120828,
CTT,20131212,
CTTAF,20140113,
CTTAY,19910328,
CTTC,20100903,
CTTH,20020107,
CTTMF,20171004,
CTTOF,20190116,
CTTPY,20170310,
CTTQF,20170228,
CTTRF,20181220,
CTTZF,20120709,
CTUNF,20140113,
CTUY,20101007,
CTVA,20190524,
CTVEF,20130524,
CTVIF,20140113,
CTVZ,20030401,
CTXAF,20140113,
CTXAY,20100528,
CTXDF,20140113,
CTXIF,20120731,
CTXR,20141002,
CTXS,19951208,
CTXV,19870518,
CTXXF,20160524,
CTYI,19980210,
CTYO,19981006,
CTYP,20120828,
CTYWY,20140403,
CTYX,19980323,
CUAEF,20140113,
CUB,19620702,
CUBE,20041012,
CUBG,20081118,
CUBI,20120221,
CUBIPRC,20190909,
CUBIPRD,20191112,
CUBIPRE,20191206,
CUBIPRF,20190909,
CUBV,19951023,
CUBXF,20191114,
CUCSF,20140113,
CUCSY,20170105,
CUE,20180102,
CUEN,20080408,
CUEYF,20140113,
CUFHF,20200324,
CUGCF,20170329,
CUGCY,20110520,
CUII,20120801,
CUIRF,20140113,
CUK,20001023,
CUKPF,20140113,
CULL,20091005,
CULP,19830830,
CUOTF,20200131,
CUPUF,19991123,
CURLF,20181029,
CURM,20140222,
CURN,20130315,
CURO,20171207,
CURR,20170119,
CUSI,19840223,
CUSPY,20190221,
CUTR,20020118,
CUUHF,19600101,
CUYRF,20121126,
CUYTF,20140113,
CUYTY,20121218,
CUZ,19721214,
CVA,19901206,
CVALF,20140113,
CVAS,20011030,
CVAT,20120731,
CVBF,19830316,
CVCO,20030625,
CVCS,20090528,
CVCY,20001123,
CVE,20091030,
CVEI,20200203,
CVEO,20140519,
CVET,20190205,
CVGI,20040805,
CVGRF,20140113,
CVGW,20020315,
CVHIF,20150325,
CVHL,20060501,
CVHSY,20170925,
CVI,20070731,
CVIA,20180604,
CVLB,19870506,
CVLGF,20181012,
CVLT,20060501,
CVLY,19901023,
CVM,19831208,
CVMTY,20160810,
CVNA,20170428,
CVNZF,20140113,
CVONF,20140113,
CVPBF,20140113,
CVR,19620702,
CVS,19620702,
CVSC,20010605,
CVSGF,20180323,
CVSI,20111109,
CVST,19721214,
CVSUF,20080522,
CVTGF,19600101,
CVTI,19941027,
CVTTF,20110610,
CVTV,20170403,
CVU,19920917,
CVUEF,20200323,
CVV,19850904,
CVVIF,20110407,
CVVRF,20130219,
CVVTF,20170202,
CVVUF,20061011,
CVX,19620702,
CW,19620702,
CWAFF,20040913,
CWBC,19961119,
CWBHF,20180912,
CWBK,20011112,
CWBR,20171215,
CWCO,19950517,
CWEGF,20140113,
CWEN,20150515,
CWEN.A,20130717,
CWGL,20130221,
CWGRP,20180111,
CWGYF,20121107,
CWH,20161007,
CWHPF,20101115,
CWID,19750106,
CWIR,20000403,
CWK,20180803,
CWLDF,20140113,
CWLDY,20110926,
CWLPF,19600101,
CWMCF,20111228,
CWMZF,20110224,
CWNHF,20161125,
CWNOF,20061013,
CWNR,20000124,
CWPE,20191202,
CWPS,19750106,
CWPWF,20090724,
CWQXF,20140113,
CWQXY,20110413,
CWRK,20181204,
CWRL,20060928,
CWSFF,20190719,
CWSRF,20140113,
CWSS,20101110,
CWST,19971028,
CWT,19721214,
CWTC,20001128,
CWVLF,19600101,
CWVWF,20140113,
CWWBF,20180314,
CWWGF,20131031,
CWXZF,20100225,
CWYCF,20080513,
CWYCY,20081030,
CWYUF,19600101,
CX,19990915,
CXBMF,19600101,
CXBS,20081015,
CXCQ,19980915,
CXDC,20070911,
CXDO,19980629,
CXEE,20140718,
CXGP,20140718,
CXIA,19960628,
CXKJ,20130802,
CXMSF,20140113,
CXO,20070612,
CXOXF,20190607,
CXP,20131011,
CXRXF,20131230,
CXUS,20061201,
CXW,19970715,
CXXIF,20180622,
CXXMF,20170103,
CYAD,20150619,
CYAGF,20140801,
CYAN,19851025,
CYAP,20041124,
CYBA,19981019,
CYBBF,20160322,
CYBD,19840410,
CYBE,19871217,
CYBF,20130117,
CYBL,20030711,
CYBNY,20180322,
CYBQF,20171002,
CYBQY,20151110,
CYBR,20140924,
CYBXF,20170811,
CYCA,20070907,
CYCC,20040302,
CYCN,20190318,
CYD,19941216,
CYDVF,20140113,
CYDY,20050831,
CYFL,20120724,
CYFWY,20180629,
CYGIY,20120426,
CYGT,20040319,
CYH,20000609,
CYIG,20011205,
CYIO,19981006,
CYJBF,20140113,
CYJBY,20100621,
CYLC,20010831,
CYLYF,19600101,
CYMBF,20160816,
CYMHF,20140113,
CYNK,20130208,
CYNS,20020607,
CYPE,20051026,
CYPJ,20070102,
CYPW,19901025,
CYPXF,20140113,
CYRAY,20100630,
CYRBY,19870225,
CYRD,19990514,
CYRLY,20070808,
CYRN,19990713,
CYRP,20070316,
CYRR,20040427,
CYRS,20070830,
CYRTF,20170425,
CYRWF,20200512,
CYRX,20041026,
CYSM,20120724,
CYSNF,19600101,
CYTK,20040429,
CYTR,19861110,
CYUFF,20050707,
CYUNF,20140131,
CYUXF,19600101,
CYVF,20040301,
CYWDF,20160503,
CYYHF,20170907,
CYYNF,20150526,
CYZN,20040331,
CZASF,20120201,
CZAVF,20140113,
CZBC,20030811,
CZBS,20120724,
CZBT,20120828,
CZFS,19901003,
CZMWF,20140113,
CZMWY,20070911,
CZNB,20120724,
CZNC,19901023,
CZNI,20101022,
CZNL,20101123,
CZR,20120208,
CZSVF,20110219,
CZWI,20040330,
CZXMF,19600101,
CZZ,20070814,
D,19830602,
DAAT,20000619,
DAC,20061006,
DACHF,19740319,
DADA,20200605,
DADTF,20140113,
DAFL,19750106,
DAHCF,20090220,
DAHSF,20140113,
DAIO,19810505,
DAIUF,20141020,
DAKT,19940210,
DAL,20070425,
DALXD,20140113,
DAN,20080131,
DANOY,19971120,
DANR,20100604,
DAO,20191101,
DAR,19940901,
DARE,20140410,
DASTF,20140113,
DASTY,19960628,
DATI,19960318,
DATWY,20141013,
DAUGF,19600101,
DAVA,20180727,
DAWIF,20100810,
DB,19740319,
DBBPF,20181015,
DBCCF,20190114,
DBCP,20000413,
DBD,19640427,
DBDIF,20120417,
DBGF,20060131,
DBI,20050620,
DBIN,20020715,
DBLVF,20140722,
DBMBF,20130122,
DBMG,19970701,
DBMM,20030204,
DBMXF,20121213,
DBOEF,20140113,
DBOEY,20081016,
DBOXF,19600101,
DBRM,19750228,
DBSDF,20140113,
DBSDY,19850131,
DBUB,20120730,
DBVT,20141027,
DBVTF,20140218,
DBX,20180323,
DCAC,20160602,
DCBOF,20200416,
DCCNF,20180608,
DCCPF,20100402,
DCCPY,20151103,
DCHIF,20010509,
DCHIY,20130110,
DCHPF,20160711,
DCHRF,20191223,
DCI,19721214,
DCLT,20101007,
DCMYY,19980930,
DCNNF,20180905,
DCNPF,20140113,
DCNSF,20120120,
DCO,19721214,
DCOHF,20140113,
DCOM,19960626,
DCOMP,20200130,
DCP,20051202,
DCPH,20170929,
DCPPRB,20180510,
DCPPRC,20190703,
DCSX,20200505,
DCTH,20001004,
DCUE,20190612,
DCYHF,20140113,
DCYHY,20130829,
DD,20170901,
DDAIF,20100608,
DDD,19880310,
DDDA,20130117,
DDDX,20120725,
DDEJF,20140113,
DDHRF,20170525,
DDIAF,20180321,
DDLX,20180412,
DDNFF,20141021,
DDOG,20190919,
DDRIQ,20140718,
DDRLF,20190423,
DDS,19691027,
DDT,19980824,
DDXSQ,19990630,
DE,19620702,
DEA,20150206,
DECK,19931015,
DECN,20020204,
DECXF,19600101,
DEELD,20070628,
DEER,20070516,
DEI,20061024,
DEIPY,20020715,
DEITF,20140113,
DEIWY,20030905,
DELHF,20151207,
DELL,20160817,
DELRF,20140113,
DELTF,20140113,
DELTY,19990325,
DEMO,20000427,
DENI,20140121,
DENN,19980108,
DENR,20120724,
DEO,19910313,
DEQI,19990401,
DESP,20170920,
DESTQ,19930316,
DETNF,20090817,
DEUBF,20140113,
DEUIF,20190318,
DEUZF,20140113,
DEVM,20070111,
DEVOY,20130927,
DEVV,20171012,
DEWM,20130719,
DEWY,20120724,
DFASF,20140113,
DFCO,19970528,
DFDDF,20160513,
DFEL,20100226,
DFFN,19960624,
DFHL,20070926,
DFIFF,20140113,
DFIHY,20040604,
DFILF,20140113,
DFIN,20161003,
DFKCY,20190523,
DFLYF,20191204,
DFMTF,20190214,
DFNS,20200323,
DFNSU,20191107,
DFODQ,19950208,
DFORF,20190625,
DFPH,20200522,
DFPHU,20200312,
DFRYF,20140113,
DFS,20070614,
DFTC,20110223,
DFTS,19860917,
DG,20091113,
DGAOF,20181022,
DGCRF,20140113,
DGDCF,19600101,
DGDM,20071025,
DGEAF,20140113,
DGEN,20000803,
DGGXF,20171101,
DGICA,20010420,
DGICB,19861029,
DGIF,19961220,
DGII,19891005,
DGIV,19970916,
DGIX,19890227,
DGJI,20160602,
DGLT,20140709,
DGLY,20041102,
DGMA,19971110,
DGMDF,20161025,
DGMLF,20140113,
DGMS,19990323,
DGNG,20021223,
DGNOF,19600101,
DGONF,20140113,
DGPIF,20140113,
DGRLY,20090602,
DGTLF,20010502,
DGTW,20110223,
DGWPF,20150410,
DGWR,20000810,
DGX,19961202,
DHC,20160701,
DHCC,19890622,
DHHXF,20160420,
DHI,19920605,
DHIL,19970807,
DHKCF,20190131,
DHR,19691210,
DHRPRA,20190227,
DHRPRB,20200511,
DHT,20051010,
DHX,20070717,
DIAAF,19870424,
DIALF,20080215,
DIBUY,20010109,
DICCF,20161020,
DIDAF,20110830,
DIDAY,20140829,
DIEN,20050901,
DIFTY,20100621,
DIGAF,20040311,
DIGBF,20160720,
DIGI,20100513,
DIGP,20120620,
DIGTF,20171102,
DIIBF,19911001,
DIISF,20130130,
DIISY,20130321,
DIMC,20120828,
DIN,19910712,
DINOD,20120612,
DINRF,20140113,
DIOD,19670912,
DION,20120731,
DIOSF,19600101,
DIPGF,20140113,
DIPGY,20020312,
DIRV,20100305,
DIS,19620702,
DISCA,20050706,
DISCB,20050721,
DISCK,20080918,
DISH,19950621,
DISPF,20140113,
DIT,19950804,
DITHF,20120929,
DITTF,20140113,
DIUXF,20200529,
DIZNF,20131211,
DIZTF,20150518,
DJCO,19860611,
DJIFF,20140113,
DJSP,20080825,
DK,20060504,
DKAM,20120731,
DKDRF,20130404,
DKGDF,20130423,
DKGH,20150914,
DKGR,19990622,
DKIAF,20200519,
DKILF,20140113,
DKILY,20100212,
DKKGF,20151130,
DKL,20121102,
DKMR,20110412,
DKNG,20190725,
DKS,20020719,
DKSC,20040618,
DKSHF,20131213,
DKTS,20071012,
DL,20080725,
DLA,20000614,
DLAD,20011024,
DLAKF,20140113,
DLAKY,19750106,
DLB,20041130,
DLCR,20020415,
DLDG,20130503,
DLEXY,20001020,
DLGCF,20150324,
DLGEF,20101005,
DLGI,20010730,
DLGNF,20140113,
DLHC,19860515,
DLICY,20181218,
DLII,20021227,
DLKGF,20140113,
DLLLF,20100222,
DLMAF,20101118,
DLMI,19940721,
DLMV,20030624,
DLNDY,20151022,
DLNG,20131113,
DLNGPRA,20190909,
DLNGPRB,20191112,
DLOC,20120730,
DLOV,20120724,
DLPH,20171205,
DLPN,20060801,
DLPTF,20060412,
DLPX,19820720,
DLR,20041021,
DLRPRC,20170920,
DLRPRG,20180319,
DLRPRI,20180319,
DLRPRJ,20170803,
DLRPRK,20190318,
DLRPRL,20191002,
DLRWF,20150309,
DLRYF,20190308,
DLTA,20120724,
DLTH,20151120,
DLTI,20100904,
DLTR,19950306,
DLTTF,20170426,
DLUEY,20150127,
