open,high,low,close,Adj Close,volume,datetime,chg_pct
27.1924991607666,27.422500610351562,27.09000015258789,27.34,25.533100128173828,101472400,20160819,0.5424326427270938
27.21500015258789,27.274999618530273,26.962499618530273,27.128,25.33464241027832,103280800,20160822,-0.3215124675351253
27.147499084472656,27.329999923706055,27.13249969482422,27.212,25.414024353027344,85030800,20160823,0.2394347039311442
27.142499923706055,27.1875,26.920000076293945,27.007,25.222570419311523,94700400,20160824,-0.4973758101180936
26.84749984741211,26.969999313354492,26.670000076293945,26.892,25.115171432495117,100344800,20160825,0.16761365695019445
26.852500915527344,26.987499237060547,26.577499389648438,26.735,24.968082427978516,111065200,20160826,-0.4375767662960481
26.655000686645508,26.860000610351562,26.572500228881836,26.705,24.94007110595703,99881200,20160829,0.1875792000470558
26.450000762939453,26.625,26.375,26.5,24.74861717224121,99455600,20160830,0.18903302691243604
26.415000915527344,26.642499923706055,26.40999984741211,26.525,24.77195930480957,118649600,20160831,0.4164251341678732
26.53499984741211,26.700000762939453,26.405000686645508,26.683,24.91905403137207,106806000,20160901,0.5558733471621801
26.924999237060547,27.0,26.704999923706055,26.933,25.15253257751465,107210000,20160902,0.02786110449550574
26.975000381469727,27.075000762939453,26.877500534057617,26.925,25.145524978637695,107521600,20160906,-0.1853610517222739
26.957500457763672,27.190000534057617,26.767499923706055,27.09,25.29962158203125,169457200,20160907,0.49151328043865167
26.8125,26.8174991607666,26.309999465942383,26.38,24.636547088623047,212008000,20160908,-1.613056743061626
26.15999984741211,26.43000030517578,25.782499313354492,25.782,24.078533172607422,186228000,20160909,-1.443044863377404
25.662500381469727,26.43000030517578,25.63249969482422,26.36,24.61786651611328,181171200,20160912,2.7179745485186
26.877500534057617,27.197500228881836,26.809999465942383,26.987,25.203893661499023,248704800,20160913,0.40925942076922545
27.1825008392334,28.25749969482422,27.149999618530273,27.942,26.095779418945312,443554800,20160914,2.7959102292614393
28.46500015258789,28.9325008392334,28.372499465942383,28.892,26.98299789428711,359934400,20160915,1.5018435581469618
28.780000686645508,29.032499313354492,28.510000228881836,28.73,26.83123207092285,319547600,20160916,-0.17373573042470847
28.797500610351562,29.045000076293945,28.3125,28.395,26.518373489379883,188092000,20160919,-1.3976912720099317
28.262500762939453,28.530000686645508,28.127500534057617,28.392,26.516036987304688,138057200,20160920,0.45997048122885553
28.462499618530273,28.497499465942383,28.110000610351562,28.388,26.511369705200195,144012800,20160921,-0.26350059410099363
28.587499618530273,28.735000610351562,28.5,28.655,26.761192321777344,124296000,20160922,0.23612092353638556
28.604999542236328,28.697500228881836,27.887500762939453,28.177,26.315250396728516,209924800,20160923,-1.4944931933557455
27.90999984741211,28.34749984741211,27.887500762939453,28.22,26.354936599731445,119477600,20160926,1.1107110986642545
28.25,28.295000076293945,28.084999084472656,28.272,26.403966903686523,98429600,20160927,0.0796427768943584
28.422500610351562,28.65999984741211,28.357500076293945,28.487,26.604755401611328,118564400,20160928,0.22868722073423642
28.290000915527344,28.450000762939453,27.950000762939453,28.045,26.191505432128906,143548000,20160929,-0.8660333379449502
28.114999771118164,28.342500686645508,27.950000762939453,28.263,26.394630432128906,145516400,20160930,0.5246345119049695
28.177499771118164,28.262500762939453,28.06999969482422,28.13,26.270883560180664,86807200,20161003,-0.16857638448195625
28.264999389648438,28.577499389648438,28.157499313354492,28.25,26.382953643798828,118947200,20161004,-0.053067008570078955
28.350000381469727,28.415000915527344,28.172500610351562,28.263,26.394630432128906,85812400,20161005,-0.3086406255834317
28.424999237060547,28.584999084472656,28.282499313354492,28.472,26.590747833251953,115117200,20161006,0.1671085721248891
28.577499389648438,28.639999389648438,28.377500534057617,28.515,26.63043785095215,97433600,20161007,-0.21870353017184996
28.7549991607666,29.1875,28.68000030517578,29.013,27.095064163208008,144944000,20161010,0.8955020333444746
29.424999237060547,29.672500610351562,29.049999237060547,29.075,27.153432846069336,256164000,20161011,-1.189459586052507
29.337499618530273,29.4950008392334,29.1875,29.335,27.39624786376953,150347200,20161012,-0.008523337333212234
