open,high,low,close,Adj Close,volume,datetime,MA 10,MA 20,MA 50,MA 150,MA 200,VMA 20,VMA 50,volatility,volatility_max,vscore,score,total_score
3.6024999618530273,3.6424999237060547,3.567500114440918,3.612499952316284,3.3590965270996094,45414000.0,2013-05-14,,,,,,,,0.0027758474862309545,0.02059020201401358,-5.0,0.0,-5.0
3.5950000286102295,3.6875,3.5950000286102295,3.674999952316284,3.417213201522827,31317200.0,2013-05-15,,,,,,,,0.022253107946978625,0.025084738004005562,-5.0,0.0,-5.0
3.6700000762939453,3.7074999809265137,3.6449999809265137,3.6575000286102295,3.4009406566619873,30836800.0,2013-05-16,,,,,,,,0.0034060074724408915,0.016857720922868646,-5.0,0.0,-5.0
3.674999952316284,3.742500066757202,3.6475000381469727,3.7174999713897705,3.4567320346832275,31211600.0,2013-05-17,,,,,,,,0.011564631190457392,0.025384108728298573,-5.0,0.0,-5.0
3.702500104904175,3.7249999046325684,3.690000057220459,3.7100000381469727,3.4497580528259277,23638000.0,2013-05-20,,,,,,,,0.002025640251262588,0.009395932431724917,-5.0,0.0,-5.0
3.7125000953674316,3.744999885559082,3.6700000762939453,3.7300000190734863,3.4859731197357178,35778400.0,2013-05-21,,,,,,,,0.00471378404215844,0.02002665195113622,-5.0,0.0,-5.0
3.744999885559082,3.744999885559082,3.5850000381469727,3.5999999046325684,3.3644778728485107,48040400.0,2013-05-22,,,,,,,,0.0387182871448518,0.04272359206980947,-5.0,0.0,-5.0
3.557499885559082,3.6700000762939453,3.547499895095825,3.6575000286102295,3.418215751647949,39388400.0,2013-05-23,,,,,,,,0.028109668662837314,0.03337879527289377,-5.0,0.0,-5.0
3.637500047683716,3.6675000190734863,3.5950000286102295,3.634999990463257,3.3971879482269287,28330400.0,2013-05-24,,,,,,,,0.0006873009450682945,0.0197682317890137,-5.0,0.0,-5.0
3.6624999046325684,3.672499895095825,3.5975000858306885,3.632499933242798,3.3948519229888916,27930000.0,2013-05-28,3.662749981880188,,,,,,,0.008191118681484357,0.020422004467662423,-5.0,0.0,-5.0
3.609999895095825,3.632499933242798,3.5950000286102295,3.609999895095825,3.3738229274749756,33505200.0,2013-05-29,3.6624999761581423,,,,,,,0.0,0.010323442621261529,-5.0,0.0,-5.0
3.6050000190734863,3.694999933242798,3.5950000286102295,3.6575000286102295,3.418215751647949,28450400.0,2013-05-30,3.660749983787537,,,,,,,0.014563109364486519,0.027063574137823235,-5.0,0.0,-5.0
3.637500047683716,3.690000057220459,3.617500066757202,3.617500066757202,3.3808326721191406,57750800.0,2013-05-31,3.656749987602234,,,,,,,0.00549827647129496,0.019647693587806717,-5.0,0.0,-5.0
3.622499942779541,3.6500000953674316,3.5374999046325684,3.612499952316284,3.376159191131592,44446800.0,2013-06-03,3.6462499856948853,,,,,,,0.0027605219106184033,0.030821969259027734,-5.0,0.0,-5.0
3.634999990463257,3.700000047683716,3.5950000286102295,3.617500066757202,3.3808326721191406,36367600.0,2013-06-04,3.636999988555908,,,,,,,0.004814284388436666,0.028378383167648534,-5.0,0.0,-5.0
3.612499952316284,3.640000104904175,3.5299999713897705,3.5399999618530273,3.308403253555298,46452000.0,2013-06-05,3.6179999828338625,,,,,,,0.02006920177722656,0.03021981602863171,-5.0,0.0,-5.0
