,ticker,eps_g1,eps_g2,eps_g3
0,AMNB,0.98,0.3376623376623376,0.2903225806451613
1,AOS,0.8065476190476191,0.6011363636363636,0.2768439108061749
2,ATLO,0.4992150706436421,0.4548494983277592,0.3132411067193676
3,BPRN,0.7777777777777778,0.5909090909090908,0.2244897959183673
4,BRO,0.3687363834422656,0.3019943019943019,0.2270168855534709
5,CAC,0.6575342465753424,0.4719101123595506,0.2323232323232323
6,CACI,0.5407608695652173,0.5126582278481012,0.3440514469453375
7,CDW,0.4732824427480915,0.4051724137931035,0.2992125984251967
8,CIVB,0.4429164504411003,0.4042553191489363,0.2025901942645698
9,CIZN,0.4633699633699635,0.3500643500643501,0.2257257257257257
10,EMR,0.3296908315565032,0.2516846361185983,0.2153545868575146
11,EXR,0.7029367469879518,0.619361165592603,0.227794900532362
12,FBHS,0.8674698795180724,0.6363636363636364,0.581081081081081
13,FN,0.4301801801801801,0.2329317269076305,0.2039462196612537
14,FUNC,0.8718918918918919,0.7726829268292683,0.3482384823848239
15,FXNC,0.4999999999999998,0.4705882352941175,0.2222222222222222
16,GABC,0.6666666666666666,0.574468085106383,0.3220338983050849
17,HCA,0.914725488727436,0.89313686064993,0.2222620623712856
18,HMN,0.8170921544209218,0.7720080552359033,0.4401898734177214
19,HPQ,0.8267022149302705,0.8095813204508855,0.2407407407407406
20,ICUI,0.4886363636363637,0.3974358974358974,0.2631578947368421
21,IESC,0.7931034482758621,0.7435897435897435,0.4991452991452991
22,IROQ,0.923076923076923,0.5483870967741935,0.3333333333333332
23,KAI,0.6359633027522935,0.5892966360856268,0.3872340425531915
24,KDP,0.7835497835497837,0.5626959247648904,0.2553366174055829
25,LEGH,0.4586206896551724,0.2857142857142857,0.2236453201970443
26,LIN,0.839080459770115,0.7383177570093458,0.5425531914893618
27,LMST,0.8407692307692307,0.7513043478260868,0.3429172510518933
28,MSCI,0.4632352941176469,0.3641618497109826,0.2986111111111112
29,MSFT,0.4761904761904761,0.4499999999999999,0.3443708609271522
30,MTD,0.5360348155120124,0.3604990810258109,0.2186876666337513
31,MTH,0.8558570969371355,0.6795910849143488,0.53299646391731
32,MYRG,0.7665254237288135,0.6863306185340083,0.5173858399664852
33,NVR,0.94,0.4059163701067615,0.2060973712863586
34,ODFL,0.8480000000000001,0.5315315315315313,0.3529411764705883
35,OFLX,0.7428571428571429,0.4418604651162791,0.2678571428571427
36,OVLY,0.553030303030303,0.5337995337995337,0.3057692307692307
37,PWR,0.971153846153846,0.9173076923076922,0.3391304347826085
38,ROL,0.7222222222222223,0.7055555555555556,0.538888888888889
39,SAP,0.7160493827160491,0.4133333333333334,0.2222222222222222
40,SF,0.8554807103490508,0.7081377151799686,0.2671660424469413
41,SHG,0.3997508146444317,0.351051051051051,0.2576388888888888
42,TFC,0.7313432835820893,0.3424657534246575,0.2714285714285715
43,TRU,0.8333333333333335,0.7837837837837839,0.2325581395348838
44,TSCO,0.641549295774648,0.5667559073448959,0.2693242586290715
45,TTWO,0.727333414249302,0.4321286190445068,0.2314907314907315
46,TWLO,0.8450704225352115,0.8235294117647057,0.6956521739130435
47,UBSI,0.8670454545454545,0.6504032258064515,0.228287841191067
48,UNTY,0.7021276595744683,0.6326530612244899,0.2545454545454543
49,WERN,0.9767316017316016,0.6679841897233202,0.2358954451345756
50,WSO,0.7860742379547689,0.5878267973856208,0.2498217468805703
