,ticker,eps_g1,eps_g2,eps_g3
0,ALG,0.5656724228152801,0.4733727810650888,0.4303657880580956
1,AMH,0.7777777777777779,0.6666666666666666,0.5714285714285713
2,APH,0.2830188679245283,0.2758620689655173,0.2142857142857142
3,CNCE,0.5373134328358209,0.5072463768115943,0.3000000000000001
4,DMTK,0.8363636363636362,0.648148148148148,0.3877551020408164
5,EMR,0.6210403952339435,0.4760135135135135,0.2386194029850746
6,ENTG,0.4324116743471582,0.4318555008210181,0.3913793103448276
7,ETNB,0.9169251218431548,0.8853412123522684,0.4256497948016415
8,FTNT,0.3597285067873302,0.3392156862745097,0.2047619047619047
9,IMKTA,0.457286432160804,0.3609756097560977,0.3318181818181818
10,JBHT,0.6274330900243308,0.588276836158192,0.5027505203687185
11,JKHY,0.3020156774916014,0.2713212944752369,0.2298319327731092
12,KDP,0.8746376811594202,0.5801075268817204,0.3348694316436252
13,KEYS,0.4242424242424242,0.3478260869565217,0.3130434782608697
14,KOD,0.8673469387755103,0.8181818181818182,0.625
15,MGPI,0.9896135265700484,0.9359705393205038,0.7952459016393444
16,MPWR,0.7368421052631579,0.6483516483516483,0.2203389830508474
17,MRTX,0.5362256509506658,0.2949296943657846,0.2499055177626606
18,NATH,0.3078787878787878,0.2710248552945181,0.2047955519518127
19,NOVT,0.3709821428571429,0.3689440993788819,0.3260869565217391
20,NSTG,0.3870967741935484,0.26,0.2321428571428569
21,ODFL,0.5294117647058825,0.4968944099378882,0.4444444444444446
22,PAVM,0.5384615384615385,0.4375,0.3636363636363636
23,PAYC,0.7117117117117117,0.5531914893617021,0.4715588363004777
24,PHM,0.6109767492991811,0.3921513269339356,0.3273431994362226
25,POOL,0.8342339478703117,0.7004741833508958,0.6003946762946444
26,REPL,0.4634146341463415,0.2954545454545453,0.2173913043478261
27,REXR,0.7559808612440193,0.5930735930735932,0.2976190476190476
28,SAH,0.8640000000000001,0.5704225352112676,0.4552238805970148
29,SE,0.2682926829268294,0.256,0.2173913043478261
30,STAA,0.8999999999999999,0.5714285714285713,0.4999999999999999
31,UBFO,0.7083333333333335,0.4102564102564103,0.2435897435897436
32,WAB,0.7866617538688284,0.6236210253082414,0.2323166774821543
33,WPM,0.4146825396825397,0.3831168831168832,0.2253787878787878
34,XGN,0.3657407407407407,0.3583877995642701,0.321350762527233
35,ZM,0.8505747126436782,0.6818181818181819,0.6507936507936508
