,ticker,eps_g1,eps_g2,eps_g3
0,ADBE,0.9962760966455546,0.9422610123509672,0.4916462034763349
1,AOS,0.8749999999999999,0.3272727272727271,0.2264150943396226
2,ARVN,0.6293103448275862,0.6107918263090677,0.3223905723905723
3,BAH,0.4545454545454545,0.3037974683544303,0.2249999999999999
4,BLNK,0.9545454545454546,0.7363636363636364,0.211111111111111
5,CFFI,0.9591836734693876,0.7109374999999999,0.3098591549295776
6,CHE,0.4685101277331465,0.4567755356182604,0.3947723624689916
7,CLH,0.8571428571428573,0.6666666666666666,0.523076923076923
8,DHI,0.946153846153846,0.8448275862068968,0.6641791044776119
9,FBHS,0.6363636363636364,0.581081081081081,0.5599999999999999
10,FDBC,0.6376811594202898,0.535211267605634,0.2374999999999999
11,FNWD,0.4239130434782608,0.4090909090909091,0.2980769230769231
12,GBCI,0.6335904628330995,0.4202037351443125,0.2515099223468509
13,GGG,0.4523809523809524,0.3673469387755103,0.3469387755102042
14,HLI,0.9455555555555556,0.84,0.2307692307692306
15,HSY,0.4728682170542634,0.404040404040404,0.3896103896103897
16,IAA,0.6363636363636364,0.3823529411764704,0.2580645161290323
17,IBKR,0.9333333333333332,0.4482758620689656,0.2888888888888887
18,IDXX,0.8679955703211516,0.6385944700460828,0.2828502143018272
19,IESC,0.7435897435897435,0.4991452991452991,0.3132478632478632
20,INBK,0.6935483870967742,0.5416666666666669,0.365079365079365
21,IROQ,0.4408602150537634,0.4166666666666667,0.2916666666666667
22,KB,0.9256756756756758,0.8461538461538464,0.2460732984293193
23,KNSA,0.5,0.4909090909090907,0.3469387755102042
24,LFT,0.9166666666666669,0.5555555555555556,0.2222222222222223
25,LKQ,0.872340425531915,0.311111111111111,0.28
26,LOW,0.897225935828877,0.3198529411764705,0.2083905992303463
27,LRCX,0.8237015719395269,0.7733354090596016,0.5778831798666555
28,LSPD,0.9642857142857144,0.9166666666666669,0.8333333333333335
29,MCB,0.986111111111111,0.4787234042553191,0.4111111111111111
30,META,0.9298245614035088,0.5176470588235296,0.2783018867924527
31,MLI,0.6267454350161119,0.3838304552590267,0.2307692307692307
32,MSFT,0.4499999999999999,0.3443708609271522,0.318840579710145
33,NBHC,0.72,0.4193548387096774,0.3043478260869566
34,NIC,0.7857142857142857,0.4827586206896552,0.2285714285714286
35,ODFL,0.5315315315315313,0.3529411764705883,0.2481751824817517
36,PM,0.3247863247863249,0.2233009708737864,0.2131147540983606
37,REGN,0.858195211786372,0.455988455988456,0.2610921501706483
38,SCL,0.4745762711864407,0.3829787234042554,0.2882882882882881
39,SHW,0.4898550724637681,0.4552845528455284,0.2648083623693381
40,SNPS,0.7464788732394367,0.5373134328358209,0.2450980392156862
41,TLK,0.6093951093951094,0.5214830214830215,0.2086247086247085
42,TWLO,0.8235294117647057,0.6956521739130435,0.234375
43,UI,0.9242424242424242,0.7202797202797203,0.4356435643564356
44,VERY,0.8534482758620687,0.6929824561403506,0.5459236326109391
45,VIPS,0.7166666666666667,0.6388888888888891,0.2573099415204679
46,WD,0.5670890513873584,0.5635402126060345,0.3302050089251906
