,ticker,eps_g1,eps_g2,eps_g3
0,ANET,0.5161290322580644,0.4912280701754387,0.2758620689655173
1,APH,0.288135593220339,0.2830188679245283,0.2758620689655173
2,ARW,0.8336880804953559,0.8315846687512214,0.7944488637249858
3,BLD,0.7745506535947713,0.5225743348982785,0.241149900985693
4,CASS,0.258078231292517,0.2372448979591837,0.225
5,CHRW,0.8541666666666667,0.6015624999999998,0.5963302752293577
6,CHTR,0.6711740924206256,0.55239442777852,0.5463117027176928
7,CNXN,0.7913752913752912,0.7307692307692306,0.2604166666666666
8,DLNG,0.6553030303030303,0.4386363636363636,0.425
9,DMTK,0.7571648690292758,0.7422558922558922,0.5179516250944822
10,ELA,0.5892857142857143,0.4285714285714285,0.2597402597402596
11,ESNT,0.8018856943312771,0.7867768595041322,0.5742833742833742
12,ETD,0.7083333333333334,0.5901639344262295,0.5671641791044776
13,FLT,0.3677957532861477,0.2033208919513829,0.2030554146231467
14,FORM,0.6521739130434782,0.52,0.3333333333333334
15,GPC,0.5365686274509803,0.315,0.248036093418259
16,HYLN,0.5307692307692308,0.4428571428571427,0.3928571428571427
17,IMVT,0.3237753882915172,0.3217592592592591,0.2624999999999999
18,KALV,0.5527718550106608,0.5110837438423645,0.2306387789711702
19,KEYS,0.3996212121212121,0.3860342555994729,0.3304347826086957
20,LFUS,0.540203761755486,0.4423916153956216,0.249460580912863
21,LULU,0.3333333333333332,0.3293650793650794,0.3090909090909089
22,MBUU,0.559006211180124,0.3960396039603959,0.2673267326732673
23,NOVT,0.5705492424242424,0.3709821428571429,0.3689440993788819
24,NSTG,0.4166666666666667,0.3870967741935484,0.26
25,NVR,0.671854404672442,0.4919054184648107,0.2336991303025727
26,PCAR,0.4577464788732394,0.2740740740740739,0.2564102564102564
27,PSNL,0.9685598377281948,0.7433497536945814,0.3978835978835979
28,QCOM,0.8587570621468926,0.6797385620915032,0.4056603773584905
29,REPL,0.4716981132075471,0.4634146341463415,0.2954545454545453
30,RUSHA,0.9726582278481012,0.820877405930293,0.8082191780821917
31,RUSHB,0.9726582278481012,0.820877405930293,0.8082191780821917
32,SBNY,0.5545959124390496,0.4855935422602088,0.4081503229594831
33,SE,0.6885245901639345,0.2682926829268294,0.256
34,SMAR,0.7916666666666667,0.4326923076923076,0.353146853146853
35,STAG,0.6038461538461537,0.5665445665445664,0.4126984126984127
36,STOR,0.4575569358178054,0.4047619047619049,0.3095238095238097
37,VXRT,0.7692307692307693,0.4285714285714285,0.2142857142857142
