,ts_code,symbol,name,area,industry
1615,605287.SH,605287,德才股份,山东,装修装饰
1616,605288.SH,605288,凯迪股份,江苏,电气设备
1617,605289.SH,605289,罗曼股份,上海,建筑工程
1618,605296.SH,605296,神农集团,云南,农业综合
1619,605298.SH,605298,必得科技,江苏,运输设备
1620,605299.SH,605299,舒华体育,福建,文教休闲
1621,605300.SH,605300,佳禾食品,江苏,食品
1622,605303.SH,605303,园林股份,浙江,建筑工程
1623,605305.SH,605305,中际联合,北京,专用机械
1624,605318.SH,605318,法狮龙,浙江,装修装饰
1625,605319.SH,605319,无锡振华,江苏,汽车配件
1626,605333.SH,605333,沪光股份,江苏,汽车配件
1627,605336.SH,605336,帅丰电器,浙江,家用电器
1628,605337.SH,605337,李子园,浙江,乳制品
1629,605338.SH,605338,巴比食品,上海,食品
1630,605339.SH,605339,南侨食品,上海,食品
1631,605358.SH,605358,立昂微,浙江,半导体
1632,605365.SH,605365,立达信,福建,家用电器
1633,605366.SH,605366,宏柏新材,江西,化工原料
1634,605368.SH,605368,蓝天燃气,河南,供气供热
1635,605369.SH,605369,拱东医疗,浙江,医疗保健
1636,605376.SH,605376,博迁新材,江苏,小金属
1637,605377.SH,605377,华旺科技,浙江,造纸
1638,605378.SH,605378,野马电池,浙江,电气设备
1639,605388.SH,605388,均瑶健康,湖北,软饮料
1640,605389.SH,605389,长龄液压,江苏,机械基件
1641,605398.SH,605398,新炬网络,上海,软件服务
1642,605399.SH,605399,晨光新材,江西,化工原料
1643,605488.SH,605488,福莱新材,浙江,塑料
1644,605499.SH,605499,东鹏饮料,深圳,软饮料
1645,605500.SH,605500,森林包装,浙江,造纸
1646,605507.SH,605507,国邦医药,浙江,化学制药
1647,605555.SH,605555,德昌股份,浙江,家用电器
1648,605566.SH,605566,福莱蒽特,浙江,染料涂料
1649,605567.SH,605567,春雪食品,山东,食品
1650,605577.SH,605577,龙版传媒,黑龙江,出版业
1651,605580.SH,605580,恒盛能源,浙江,供气供热
1652,605588.SH,605588,冠石科技,江苏,半导体
1653,605589.SH,605589,圣泉集团,山东,化工原料
1654,605598.SH,605598,上海港湾,上海,建筑工程
1655,605599.SH,605599,菜百股份,北京,黄金
1656,688001.SH,688001,华兴源创,江苏,专用机械
1657,688002.SH,688002,睿创微纳,山东,通信设备
1658,688003.SH,688003,天准科技,江苏,专用机械
1659,688004.SH,688004,博汇科技,北京,软件服务
1660,688005.SH,688005,容百科技,浙江,电气设备
1661,688006.SH,688006,杭可科技,浙江,电气设备
1662,688007.SH,688007,光峰科技,深圳,元器件
1663,688008.SH,688008,澜起科技,上海,半导体
1664,688009.SH,688009,中国通号,北京,运输设备
1665,688010.SH,688010,福光股份,福建,电器仪表
1666,688011.SH,688011,新光光电,黑龙江,元器件
1667,688012.SH,688012,中微公司,上海,半导体
1668,688013.SH,688013,天臣医疗,江苏,医疗保健
1669,688015.SH,688015,交控科技,北京,运输设备
1670,688016.SH,688016,心脉医疗,上海,医疗保健
1671,688017.SH,688017,绿的谐波,江苏,机械基件
1672,688018.SH,688018,乐鑫科技,上海,半导体
1673,688019.SH,688019,安集科技,上海,半导体
1674,688020.SH,688020,方邦股份,广东,元器件
1675,688021.SH,688021,奥福环保,山东,环境保护
1676,688022.SH,688022,瀚川智能,江苏,专用机械
1677,688023.SH,688023,安恒信息,浙江,软件服务
1678,688025.SH,688025,杰普特,深圳,专用机械
1679,688026.SH,688026,洁特生物,广东,塑料
1680,688027.SH,688027,国盾量子,安徽,通信设备
1681,688028.SH,688028,沃尔德,北京,专用机械
1682,688029.SH,688029,南微医学,江苏,医疗保健
1683,688030.SH,688030,山石网科,江苏,软件服务
1684,688032.SH,688032,禾迈股份,浙江,电气设备
1685,688033.SH,688033,天宜上佳,北京,运输设备
1686,688036.SH,688036,传音控股,深圳,通信设备
1687,688037.SH,688037,芯源微,辽宁,半导体
1688,688038.SH,688038,中科通达,湖北,软件服务
1689,688039.SH,688039,当虹科技,浙江,软件服务
1690,688045.SH,688045,必易微,深圳,半导体
1691,688046.SH,688046,药康生物,江苏,生物制药
1692,688047.SH,688047,龙芯中科,北京,半导体
1693,688048.SH,688048,长光华芯,江苏,半导体
1694,688049.SH,688049,炬芯科技,广东,半导体
1695,688050.SH,688050,爱博医疗,北京,医疗保健
1696,688051.SH,688051,佳华科技,北京,软件服务
1697,688052.SH,688052,纳芯微,江苏,半导体
1698,688053.SH,688053,C思科,四川,综合类
1699,688055.SH,688055,龙腾光电,江苏,元器件
1700,688056.SH,688056,莱伯泰科,北京,电器仪表
1701,688057.SH,688057,金达莱,江西,环境保护
1702,688058.SH,688058,宝兰德,北京,软件服务
1703,688059.SH,688059,华锐精密,湖南,机械基件
1704,688060.SH,688060,云涌科技,江苏,软件服务
1705,688062.SH,688062,迈威生物-U,上海,生物制药
1706,688063.SH,688063,派能科技,上海,电气设备
1707,688065.SH,688065,凯赛生物,上海,化纤
1708,688066.SH,688066,航天宏图,北京,软件服务
1709,688067.SH,688067,爱威科技,湖南,医疗保健
1710,688068.SH,688068,热景生物,北京,医疗保健
1711,688069.SH,688069,德林海,江苏,环境保护
1712,688070.SH,688070,纵横股份,四川,航空
1713,688071.SH,688071,华依科技,上海,专用机械
1714,688072.SH,688072,拓荆科技-U,辽宁,半导体
1715,688075.SH,688075,安旭生物,浙江,医疗保健
1716,688076.SH,688076,诺泰生物,江苏,生物制药
1717,688077.SH,688077,大地熊,安徽,元器件
1718,688078.SH,688078,龙软科技,北京,软件服务
1719,688079.SH,688079,美迪凯,浙江,半导体
1720,688080.SH,688080,映翰通,北京,通信设备
1721,688081.SH,688081,兴图新科,湖北,软件服务
1722,688082.SH,688082,盛美上海,上海,半导体
1723,688083.SH,688083,中望软件,广东,软件服务
1724,688085.SH,688085,三友医疗,上海,医疗保健
1725,688086.SH,688086,*ST紫晶,广东,IT设备
1726,688087.SH,688087,英科再生,山东,环境保护
1727,688088.SH,688088,虹软科技,浙江,软件服务
1728,688089.SH,688089,嘉必优,湖北,食品
1729,688090.SH,688090,瑞松科技,广东,专用机械
1730,688091.SH,688091,上海谊众-U,上海,化学制药
1731,688092.SH,688092,爱科科技,浙江,专用机械
1732,688093.SH,688093,世华科技,江苏,化工原料
1733,688095.SH,688095,福昕软件,福建,软件服务
1734,688096.SH,688096,京源环保,江苏,环境保护
1735,688097.SH,688097,博众精工,江苏,专用机械
1736,688098.SH,688098,申联生物,上海,农业综合
1737,688099.SH,688099,晶晨股份,上海,半导体
1738,688100.SH,688100,威胜信息,湖南,通信设备
1739,688101.SH,688101,三达膜,陕西,环境保护
1740,688102.SH,688102,斯瑞新材,陕西,铜
1741,688103.SH,688103,国力股份,江苏,电气设备
1742,688105.SH,688105,诺唯赞,江苏,医疗保健
1743,688106.SH,688106,金宏气体,江苏,化工原料
1744,688107.SH,688107,安路科技-U,上海,半导体
1745,688108.SH,688108,赛诺医疗,天津,医疗保健
1746,688109.SH,688109,品茗股份,浙江,软件服务
1747,688110.SH,688110,东芯股份,上海,半导体
1748,688111.SH,688111,金山办公,北京,软件服务
1749,688112.SH,688112,鼎阳科技,深圳,电器仪表
1750,688113.SH,688113,联测科技,江苏,专用机械
1751,688115.SH,688115,思林杰,广东,电器仪表
1752,688116.SH,688116,天奈科技,江苏,化工原料
1753,688117.SH,688117,圣诺生物,四川,生物制药
1754,688118.SH,688118,普元信息,上海,软件服务
1755,688119.SH,688119,中钢洛耐,河南,其他建材
1756,688120.SH,688120,华海清科,天津,半导体
1757,688121.SH,688121,卓然股份,上海,专用机械
1758,688122.SH,688122,西部超导,陕西,小金属
1759,688123.SH,688123,聚辰股份,上海,半导体
1760,688125.SH,688125,安达智能,广东,专用机械
1761,688126.SH,688126,沪硅产业-U,上海,半导体
1762,688127.SH,688127,蓝特光学,浙江,元器件
1763,688128.SH,688128,中国电研,广东,专用机械
1764,688129.SH,688129,东来技术,上海,染料涂料
1765,688131.SH,688131,皓元医药,上海,化学制药
1766,688133.SH,688133,泰坦科技,上海,化工原料
1767,688135.SH,688135,利扬芯片,广东,半导体
1768,688136.SH,688136,科兴制药,山东,生物制药
1769,688138.SH,688138,清溢光电,深圳,元器件
1770,688139.SH,688139,海尔生物,山东,医疗保健
1771,688148.SH,688148,芳源股份,广东,电气设备
1772,688150.SH,688150,莱特光电,陕西,元器件
1773,688151.SH,688151,华强科技,湖北,专用机械
1774,688153.SH,688153,唯捷创芯-U,天津,半导体
1775,688155.SH,688155,先惠技术,上海,专用机械
1776,688156.SH,688156,路德环境,湖北,环境保护
1777,688157.SH,688157,松井股份,湖南,染料涂料
1778,688158.SH,688158,优刻得-W,上海,互联网
1779,688159.SH,688159,有方科技,深圳,通信设备
1780,688160.SH,688160,步科股份,上海,电器仪表
1781,688161.SH,688161,威高骨科,山东,医疗保健
1782,688162.SH,688162,巨一科技,安徽,专用机械
1783,688163.SH,688163,赛伦生物,上海,生物制药
1784,688165.SH,688165,埃夫特-U,安徽,专用机械
1785,688166.SH,688166,博瑞医药,江苏,化学制药
1786,688167.SH,688167,炬光科技,陕西,半导体
1787,688168.SH,688168,安博通,北京,软件服务
1788,688169.SH,688169,石头科技,北京,家用电器
1789,688170.SH,688170,德龙激光,江苏,专用机械
1790,688171.SH,688171,纬德信息,广东,软件服务
1791,688173.SH,688173,希荻微,广东,半导体
1792,688175.SH,688175,高凌信息,广东,通信设备
1793,688176.SH,688176,亚虹医药-U,江苏,化学制药
1794,688177.SH,688177,百奥泰,广东,生物制药
1795,688178.SH,688178,万德斯,江苏,环境保护
1796,688179.SH,688179,阿拉丁,上海,化学制药
1797,688180.SH,688180,君实生物-U,上海,生物制药
1798,688181.SH,688181,八亿时空,北京,半导体
1799,688182.SH,688182,灿勤科技,江苏,通信设备
1800,688183.SH,688183,生益电子,广东,元器件
1801,688185.SH,688185,康希诺,天津,生物制药
1802,688186.SH,688186,广大特材,江苏,特种钢
1803,688187.SH,688187,时代电气,湖南,运输设备
1804,688188.SH,688188,柏楚电子,上海,软件服务
1805,688189.SH,688189,南新制药,湖南,化学制药
1806,688190.SH,688190,云路股份,山东,矿物制品
1807,688191.SH,688191,智洋创新,山东,软件服务
1808,688192.SH,688192,迪哲医药-U,江苏,生物制药
1809,688193.SH,688193,仁度生物,上海,医疗保健
1810,688195.SH,688195,腾景科技,福建,元器件
1811,688196.SH,688196,卓越新能,福建,环境保护
1812,688197.SH,688197,首药控股-U,北京,化学制药
1813,688198.SH,688198,佰仁医疗,北京,医疗保健
1814,688199.SH,688199,久日新材,天津,化工原料
1815,688200.SH,688200,华峰测控,北京,专用机械
1816,688201.SH,688201,信安世纪,北京,通信设备
1817,688202.SH,688202,美迪西,上海,医疗保健
1818,688206.SH,688206,概伦电子,上海,半导体
1819,688207.SH,688207,格灵深瞳-U,北京,软件服务
1820,688208.SH,688208,道通科技,深圳,汽车配件
1821,688209.SH,688209,英集芯,深圳,半导体
1822,688210.SH,688210,统联精密,深圳,元器件
1823,688211.SH,688211,中科微至,江苏,专用机械
1824,688212.SH,688212,澳华内镜,上海,医疗保健
1825,688213.SH,688213,思特威-W,上海,半导体
1826,688215.SH,688215,瑞晟智能,浙江,专用机械
1827,688216.SH,688216,气派科技,深圳,半导体
1828,688217.SH,688217,睿昂基因,上海,医疗保健
1829,688218.SH,688218,江苏北人,江苏,专用机械
1830,688219.SH,688219,会通股份,安徽,塑料
1831,688220.SH,688220,翱捷科技-U,上海,半导体
1832,688221.SH,688221,前沿生物-U,江苏,生物制药
1833,688222.SH,688222,成都先导,四川,化学制药
1834,688223.SH,688223,晶科能源,江西,电气设备
1835,688225.SH,688225,亚信安全,江苏,软件服务
1836,688226.SH,688226,威腾电气,江苏,电气设备
1837,688227.SH,688227,品高股份,广东,软件服务
1838,688228.SH,688228,开普云,广东,互联网
1839,688229.SH,688229,博睿数据,北京,软件服务
1840,688230.SH,688230,芯导科技,上海,半导体
1841,688232.SH,688232,新点软件,江苏,软件服务
1842,688233.SH,688233,神工股份,辽宁,化工原料
1843,688234.SH,688234,天岳先进,山东,半导体
1844,688235.SH,688235,百济神州-U,北京,生物制药
1845,688236.SH,688236,春立医疗,北京,医疗保健
1846,688237.SH,688237,超卓航科,湖北,航空
1847,688238.SH,688238,和元生物,上海,医疗保健
1848,688239.SH,688239,航宇科技,贵州,航空
1849,688246.SH,688246,嘉和美康,北京,软件服务
1850,688248.SH,688248,南网科技,广东,电气设备
1851,688251.SH,688251,井松智能,安徽,专用机械
1852,688255.SH,688255,凯尔达,浙江,机械基件
1853,688256.SH,688256,寒武纪-U,北京,元器件
1854,688257.SH,688257,新锐股份,江苏,小金属
1855,688258.SH,688258,卓易信息,江苏,软件服务
1856,688259.SH,688259,创耀科技,江苏,半导体
1857,688260.SH,688260,昀冢科技,江苏,元器件
1858,688261.SH,688261,东微半导,江苏,半导体
1859,688262.SH,688262,国芯科技,江苏,半导体
1860,688265.SH,688265,南模生物,上海,医疗保健
1861,688266.SH,688266,泽璟制药-U,江苏,生物制药
1862,688267.SH,688267,中触媒,辽宁,化工原料
1863,688268.SH,688268,华特气体,广东,化工原料
1864,688269.SH,688269,凯立新材,陕西,化工原料
1865,688270.SH,688270,臻镭科技,浙江,半导体
1866,688272.SH,688272,富吉瑞,北京,元器件
1867,688276.SH,688276,百克生物,吉林,生物制药
1868,688277.SH,688277,天智航-U,北京,医疗保健
1869,688278.SH,688278,特宝生物,福建,生物制药
1870,688279.SH,688279,峰岹科技,深圳,半导体
1871,688280.SH,688280,精进电动-UW,北京,汽车配件
1872,688281.SH,688281,华秦科技,陕西,化工原料
1873,688282.SH,688282,理工导航,北京,通信设备
1874,688283.SH,688283,坤恒顺维,四川,电器仪表
1875,688285.SH,688285,高铁电气,陕西,运输设备
1876,688286.SH,688286,敏芯股份,江苏,元器件
1877,688287.SH,688287,观典防务,北京,航空
1878,688288.SH,688288,鸿泉物联,浙江,汽车配件
1879,688289.SH,688289,圣湘生物,湖南,医疗保健
1880,688290.SH,688290,景业智能,浙江,专用机械
1881,688295.SH,688295,中复神鹰,江苏,化纤
1882,688296.SH,688296,和达科技,浙江,软件服务
1883,688297.SH,688297,中无人机,四川,航空
1884,688298.SH,688298,东方生物,浙江,医疗保健
1885,688299.SH,688299,长阳科技,浙江,塑料
1886,688300.SH,688300,联瑞新材,江苏,矿物制品
1887,688301.SH,688301,奕瑞科技,上海,医疗保健
1888,688302.SH,688302,海创药业-U,四川,生物制药
1889,688303.SH,688303,大全能源,新疆,电气设备
1890,688305.SH,688305,科德数控,辽宁,机床制造
1891,688306.SH,688306,均普智能,浙江,专用机械
1892,688308.SH,688308,欧科亿,湖南,机械基件
1893,688309.SH,688309,*ST恒誉,山东,环境保护
1894,688310.SH,688310,迈得医疗,浙江,医疗保健
1895,688311.SH,688311,盟升电子,四川,元器件
1896,688312.SH,688312,燕麦科技,深圳,专用机械
1897,688313.SH,688313,仕佳光子,河南,通信设备
1898,688314.SH,688314,康拓医疗,陕西,医疗保健
1899,688315.SH,688315,诺禾致源,北京,医疗保健
1900,688316.SH,688316,青云科技-U,北京,软件服务
1901,688317.SH,688317,之江生物,上海,医疗保健
1902,688318.SH,688318,财富趋势,深圳,软件服务
1903,688319.SH,688319,欧林生物,四川,生物制药
1904,688320.SH,688320,禾川科技,浙江,电器仪表
1905,688321.SH,688321,微芯生物,深圳,化学制药
1906,688322.SH,688322,C奥比-UW,深圳,元器件
1907,688323.SH,688323,瑞华泰,深圳,塑料
1908,688325.SH,688325,赛微微电,广东,半导体
1909,688326.SH,688326,经纬恒润-W,北京,汽车配件
1910,688327.SH,688327,云从科技-UW,广东,软件服务
1911,688328.SH,688328,深科达,深圳,元器件
1912,688329.SH,688329,艾隆科技,江苏,医疗保健
1913,688330.SH,688330,宏力达,上海,电气设备
1914,688331.SH,688331,荣昌生物,山东,生物制药
1915,688333.SH,688333,铂力特,陕西,机械基件
1916,688335.SH,688335,复洁环保,上海,环境保护
1917,688336.SH,688336,三生国健,上海,生物制药
1918,688337.SH,688337,普源精电-U,江苏,电器仪表
1919,688338.SH,688338,赛科希德,北京,医疗保健
1920,688339.SH,688339,亿华通-U,北京,汽车配件
1921,688345.SH,688345,博力威,广东,电气设备
1922,688348.SH,688348,昱能科技,浙江,电气设备
1923,688349.SH,688349,三一重能,北京,电气设备
1924,688350.SH,688350,富淼科技,江苏,化工原料
1925,688353.SH,688353,华盛锂电,江苏,化工原料
1926,688355.SH,688355,明志科技,江苏,机械基件
1927,688356.SH,688356,键凯科技,北京,化学制药
1928,688357.SH,688357,建龙微纳,河南,化工原料
1929,688358.SH,688358,祥生医疗,江苏,医疗保健
1930,688359.SH,688359,三孚新科,广东,化工原料
1931,688360.SH,688360,德马科技,浙江,机械基件
1932,688363.SH,688363,华熙生物,山东,生物制药
1933,688365.SH,688365,光云科技,浙江,软件服务
1934,688366.SH,688366,昊海生科,上海,生物制药
1935,688367.SH,688367,工大高科,安徽,运输设备
1936,688368.SH,688368,晶丰明源,上海,半导体
1937,688369.SH,688369,致远互联,北京,软件服务
1938,688377.SH,688377,迪威尔,江苏,专用机械
1939,688378.SH,688378,奥来德,吉林,专用机械
1940,688379.SH,688379,华光新材,浙江,小金属
1941,688383.SH,688383,新益昌,深圳,专用机械
1942,688385.SH,688385,复旦微电,上海,半导体
1943,688386.SH,688386,泛亚微透,江苏,化工原料
1944,688388.SH,688388,嘉元科技,广东,铜
1945,688389.SH,688389,普门科技,深圳,医疗保健
1946,688390.SH,688390,固德威,江苏,电气设备
1947,688393.SH,688393,安必平,广东,医疗保健
1948,688395.SH,688395,正弦电气,深圳,电气设备
1949,688396.SH,688396,华润微,江苏,半导体
1950,688398.SH,688398,赛特新材,福建,矿物制品
1951,688399.SH,688399,硕世生物,江苏,医疗保健
1952,688400.SH,688400,C凌云光,北京,专用机械
1953,688408.SH,688408,中信博,江苏,电气设备
1954,688418.SH,688418,震有科技,深圳,通信设备
1955,688425.SH,688425,铁建重工,湖南,专用机械
1956,688456.SH,688456,有研粉材,北京,铜
1957,688466.SH,688466,金科环境,北京,环境保护
1958,688468.SH,688468,科美诊断,北京,医疗保健
1959,688488.SH,688488,艾迪药业,江苏,生物制药
1960,688499.SH,688499,利元亨,广东,专用机械
1961,688500.SH,688500,慧辰股份,北京,互联网
1962,688501.SH,688501,青达环保,山东,环境保护
1963,688505.SH,688505,复旦张江,上海,化学制药
1964,688508.SH,688508,芯朋微,江苏,半导体
1965,688509.SH,688509,正元地信,北京,软件服务
1966,688510.SH,688510,航亚科技,江苏,航空
1967,688511.SH,688511,天微电子,四川,元器件
1968,688513.SH,688513,苑东生物,四川,化学制药
1969,688516.SH,688516,奥特维,江苏,专用机械
1970,688517.SH,688517,金冠电气,河南,电气设备
1971,688518.SH,688518,联赢激光,深圳,专用机械
1972,688519.SH,688519,南亚新材,上海,元器件
1973,688520.SH,688520,神州细胞-U,北京,生物制药
1974,688521.SH,688521,芯原股份-U,上海,半导体
1975,688526.SH,688526,科前生物,湖北,农业综合
1976,688528.SH,688528,秦川物联,四川,电器仪表
1977,688529.SH,688529,豪森股份,辽宁,专用机械
1978,688533.SH,688533,上声电子,江苏,汽车配件
1979,688536.SH,688536,思瑞浦,江苏,半导体
1980,688538.SH,688538,和辉光电-U,上海,半导体
1981,688550.SH,688550,瑞联新材,陕西,化工原料
1982,688551.SH,688551,科威尔,安徽,专用机械
1983,688553.SH,688553,汇宇制药-W,四川,化学制药
1984,688555.SH,688555,泽达易盛,天津,软件服务
1985,688556.SH,688556,高测股份,山东,专用机械
1986,688557.SH,688557,兰剑智能,山东,专用机械
1987,688558.SH,688558,国盛智科,江苏,机床制造
1988,688559.SH,688559,海目星,深圳,专用机械
1989,688560.SH,688560,明冠新材,江西,电气设备
1990,688561.SH,688561,奇安信-U,北京,软件服务
1991,688565.SH,688565,力源科技,浙江,环境保护
1992,688566.SH,688566,吉贝尔,江苏,化学制药
1993,688567.SH,688567,孚能科技,江西,电气设备
1994,688568.SH,688568,中科星图,北京,软件服务
1995,688569.SH,688569,铁科轨道,北京,运输设备
1996,688571.SH,688571,杭华股份,浙江,染料涂料
1997,688575.SH,688575,亚辉龙,深圳,医疗保健
1998,688577.SH,688577,浙海德曼,浙江,机床制造
1999,688578.SH,688578,艾力斯-U,上海,化学制药
2000,688579.SH,688579,山大地纬,山东,软件服务
2001,688580.SH,688580,伟思医疗,江苏,医疗保健
2002,688585.SH,688585,上纬新材,上海,化工原料
2003,688586.SH,688586,江航装备,安徽,航空
2004,688588.SH,688588,凌志软件,江苏,软件服务
2005,688589.SH,688589,力合微,深圳,半导体
2006,688590.SH,688590,新致软件,上海,软件服务
2007,688595.SH,688595,芯海科技,深圳,半导体
2008,688596.SH,688596,正帆科技,上海,专用机械
2009,688597.SH,688597,煜邦电力,北京,电器仪表
2010,688598.SH,688598,金博股份,湖南,矿物制品
2011,688599.SH,688599,天合光能,江苏,电气设备
2012,688600.SH,688600,皖仪科技,安徽,电器仪表
2013,688601.SH,688601,力芯微,江苏,半导体
2014,688606.SH,688606,奥泰生物,浙江,医疗保健
2015,688607.SH,688607,康众医疗,江苏,医疗保健
2016,688608.SH,688608,恒玄科技,上海,半导体
2017,688609.SH,688609,九联科技,广东,家用电器
2018,688611.SH,688611,杭州柯林,浙江,电气设备
2019,688613.SH,688613,奥精医疗,北京,医疗保健
2020,688616.SH,688616,西力科技,浙江,电器仪表
2021,688617.SH,688617,惠泰医疗,深圳,医疗保健
2022,688618.SH,688618,三旺通信,深圳,通信设备
2023,688619.SH,688619,罗普特,福建,软件服务
2024,688621.SH,688621,阳光诺和,北京,医疗保健
2025,688622.SH,688622,禾信仪器,广东,电器仪表
2026,688625.SH,688625,呈和科技,广东,化工原料
2027,688626.SH,688626,翔宇医疗,河南,医疗保健
2028,688628.SH,688628,优利德,广东,电器仪表
2029,688630.SH,688630,芯碁微装,安徽,专用机械
2030,688633.SH,688633,星球石墨,江苏,专用机械
2031,688636.SH,688636,智明达,四川,元器件
2032,688639.SH,688639,华恒生物,安徽,化学制药
2033,688655.SH,688655,迅捷兴,深圳,元器件
2034,688656.SH,688656,浩欧博,江苏,医疗保健
2035,688658.SH,688658,悦康药业,北京,化学制药
2036,688659.SH,688659,元琛科技,安徽,环境保护
2037,688660.SH,688660,电气风电,上海,电气设备
2038,688661.SH,688661,和林微纳,江苏,元器件
2039,688662.SH,688662,富信科技,广东,半导体
2040,688663.SH,688663,新风光,山东,电气设备
2041,688665.SH,688665,四方光电,湖北,电器仪表
2042,688667.SH,688667,菱电电控,湖北,汽车配件
2043,688668.SH,688668,鼎通科技,广东,元器件
2044,688669.SH,688669,聚石化学,广东,化工原料
2045,688670.SH,688670,金迪克,江苏,生物制药
2046,688676.SH,688676,金盘科技,海南,电气设备
2047,688677.SH,688677,海泰新光,山东,医疗保健
2048,688678.SH,688678,福立旺,江苏,元器件
2049,688679.SH,688679,通源环境,安徽,环境保护
2050,688680.SH,688680,海优新材,上海,塑料
2051,688681.SH,688681,科汇股份,山东,电气设备
2052,688682.SH,688682,霍莱沃,上海,软件服务
2053,688683.SH,688683,莱尔科技,广东,化工原料
2054,688685.SH,688685,迈信林,江苏,航空
2055,688686.SH,688686,奥普特,广东,电器仪表
2056,688687.SH,688687,凯因科技,北京,生物制药
2057,688689.SH,688689,银河微电,江苏,元器件
2058,688690.SH,688690,纳微科技,江苏,化工原料
2059,688696.SH,688696,极米科技,四川,家用电器
2060,688697.SH,688697,纽威数控,江苏,机床制造
2061,688698.SH,688698,伟创电气,江苏,电气设备
2062,688699.SH,688699,明微电子,深圳,半导体
2063,688700.SH,688700,东威科技,江苏,专用机械
2064,688701.SH,688701,卓锦股份,浙江,环境保护
2065,688707.SH,688707,振华新材,贵州,化工原料
2066,688711.SH,688711,宏微科技,江苏,半导体
2067,688718.SH,688718,唯赛勃,上海,水务
2068,688722.SH,688722,同益中,北京,化纤
2069,688728.SH,688728,格科微,上海,半导体
2070,688733.SH,688733,壹石通,安徽,矿物制品
2071,688737.SH,688737,中自科技,四川,化工原料
2072,688739.SH,688739,成大生物,辽宁,生物制药
2073,688766.SH,688766,普冉股份,上海,半导体
2074,688767.SH,688767,博拓生物,浙江,医疗保健
2075,688768.SH,688768,容知日新,安徽,电器仪表
2076,688772.SH,688772,珠海冠宇,广东,电气设备
2077,688776.SH,688776,国光电气,四川,元器件
2078,688777.SH,688777,中控技术,浙江,软件服务
2079,688778.SH,688778,厦钨新能,福建,元器件
2080,688779.SH,688779,长远锂科,湖南,电气设备
2081,688786.SH,688786,悦安新材,江西,小金属
2082,688787.SH,688787,海天瑞声,北京,软件服务
2083,688788.SH,688788,科思科技,深圳,通信设备
2084,688789.SH,688789,宏华数科,浙江,专用机械
2085,688793.SH,688793,倍轻松,深圳,家用电器
2086,688798.SH,688798,艾为电子,上海,半导体
2087,688799.SH,688799,华纳药厂,湖南,化学制药
2088,688800.SH,688800,瑞可达,江苏,元器件
2089,688819.SH,688819,天能股份,浙江,电气设备
2090,688981.SH,688981,中芯国际,上海,半导体
2091,689009.SH,689009,九号公司-WD,北京,摩托车
