ticker,eps_g1,eps_g2,eps_g3
AA,38.666666666666664,-44.39999999999999,-2.028846153846154
AAIC,2.182186234817814,1.4469230769230772,-2.4330303030303027
AAMC,2.0,-3.6231884057971016,-0.7963636363636364
AAOI,1.3157894736842106,-2.425,-5.818181818181818
AAWW,1.7619047619047619,-2.9397590361445785,-4.108108108108108
ABUS,2.061224489795918,-47.0,0.3055555555555555
ACA,8.571428571428571,0.41304347826086957,0.24444444444444452
ACET,2.271428571428571,0.06249999999999999,-0.17391304347826086
ACIW,1.076923076923077,-1.3846153846153846,0.29411764705882343
ACMR,1.1428571428571426,0.3333333333333334,-1.5
ACOR,18.132183908045977,-1.5918367346938775,4.555555555555555
ADP,1.285733695652174,1.2836619127516777,0.001066714076181155
AEHL,6.062500000000001,6.000000000000001,-0.9736842105263157
AEM,3.571428571428571,4.999999999999999,-0.15789473684210525
AES,1.1333333333333335,-0.9545454545454545,-0.7766990291262136
AHPI,1.3999999999999997,-1.4090909090909092,1.1111111111111112
AIV,7.334415584415584,9.072139303482587,-0.49717533826196103
AKAM,1.03625,1.4283870967741934,1.7983870967741935
ALCO,21.0,0.9908256880733943,-2.5074626865671643
ALGT,1.8723404255319152,0.39677419354838706,0.02923976608187137
ALTO,2.2222222222222223,-0.4516129032258064,0.5263157894736841
AMPE,1.5,-0.0,-1.1851851851851851
ANAB,0.7424242424242422,0.56140350877193,0.3015873015873015
ANF,7.0,-0.5322580645161291,0.293577981651376
ANGO,1.9999999999999996,25.166666666666668,-0.9459459459459459
AON,2.775,2.569620253164557,-18.305379746835442
AORT,2.5,2.5454545454545454,-1.0170454545454546
APO,1.1168831168831166,2.0,-2.9705882352941173
APYX,5.467171717171717,8.333333333333334,3.8333333333333335
AQN,1.0654761904761905,2.2321428571428568,1.4886363636363638
ARCB,8.403947368421052,8.443243243243243,-0.550235017626322
ARES,1.5555555555555558,-2.15,0.28571428571428553
ARLO,1.157894736842105,0.5517241379310346,5.1111111111111125
AROC,2.125,-2.220446049250313e-16,-2.141304347826087
ASH,43.46666666666667,0.8749999999999999,0.03478260869565221
ATI,1.1081081081081081,0.03846153846153849,-0.7142857142857143
ATRC,5.068181818181818,4.741935483870968,-0.25806451612903225
ATUS,1.9999999999999996,-2.0,-0.7647058823529411
AUD,4.268518518518518,3.65,-1.4200455580865603
AVCO,1.3333333333333333,1.9999999999999996,1.4999999999999998
AVID,2.5,-0.03846153846153849,-0.9545454545454545
AVNW,16.499999999999996,-2.56,-0.5333333333333333
AVYA,6.125,-0.8983050847457628,-0.997254632807138
AXSM,0.543850806451613,0.4827302631578947,0.41107078039927414
AZTA,39.642857142857146,-0.6875,-0.9473684210526315
BABA,2.4684684684684686,1.38,1.3384615384615384
BAM,7.857142857142857,-0.39024390243902435,-0.3035714285714286
BBWI,4.6875,-0.611111111111111,-0.1764705882352941
BCOR,2.4594594594594597,-0.12676056338028166,0.34408602150537626
BGNE,1.0197628458498027,-0.5102739726027398,0.3842364532019706
BHR,2.0833333333333335,-1.7586206896551726,-2.571428571428571
BHVN,1.9785478547854787,1.6157604984636396,1.5280172413793105
BKD,1.0999999999999999,-0.6590909090909092,-0.9061224489795918
BKR,2.666666666666667,-0.6,-0.6470588235294118
BL,1.125,-0.375,0.23076923076923075
BLFS,5.999999999999999,-0.6,102.0
BLMN,1.7500000000000002,0.14285714285714277,0.014705882352941025
BLU,2.041666666666667,1.8333333333333335,0.26666666666666666
BMI,3.3999999999999995,0.8571428571428573,0.423076923076923
BMY,1.2490629685157422,1.4627329192546583,-0.6821428571428572
BOOM,1.0341789992952783,2.2795169946332736,-2.98076923076923
BORR,1.027027027027027,12.999999999999998,6.428571428571428
BPMC,1.2264865915274,1.4126031507876968,0.4896640826873385
BRN,3.3333333333333335,2.1999999999999997,-4.25
BRSP,5.595238095238096,-8.0,-3.1999999999999997
BSBR,0.8,0.6954545454545454,0.3427518427518427
BSIG,7.573529411764705,7.269230769230768,-0.7249552772808586
BSM,1.3009259259259258,0.7638888888888888,2.505555555555555
BSMX,1.5263157894736843,1.588235294117647,-0.1260504201680672
BTAI,1.3404074702886248,1.042674253200569,0.5216216216216216
BTCM,1.4736842105263157,0.43478260869565216,0.596153846153846
BTG,3.0,1.0,-0.25000000000000006
BUD,1.3685243328100472,0.7919937205651492,-0.7031985871271587
BVH,2.9666666666666663,-2.7714285714285714,-0.8181818181818182
BY,1.625,1.8977272727272727,-24.727272727272727
BYD,2.4999999999999996,0.26470588235294107,0.11111111111111122
BYRN,9.0,1.0,1.5
CAAS,13.0,1.6666666666666667,-0.6428571428571429
CAMP,10.0,-2.1304347826086953,-3.5384615384615383
CASH,1.7,2.260869565217391,-0.25
CBFV,1.268796992481203,1.2655502392344498,0.5151515151515151
CCEL,3.3333333333333335,-0.8571428571428571,-1.0833333333333335
CCO,1.5555555555555558,-0.7857142857142857,0.25000000000000006
CCRN,8.0,-37.0,-2.0
CDAY,13.000000000000002,-1.0689655172413794,-2.142857142857143
CF,1.2307692307692306,1.0317460317460319,0.48148148148148145
CFBK,1.4583333333333333,1.2000000000000002,1.2941176470588234
CG,4.5,1.1964285714285712,2.933333333333333
CGC,3.82119021134594,4.795328142380423,14.82758620689655
CHK,61.578947368421055,-31.700000000000006,636.0
CIEN,1.6421568627450982,0.8014184397163122,-1.0049469635878667
CIVI,3.5601190476190476,2.8958333333333335,-2.1331615120274914
CLLS,1.6753812636165577,1.577050538525269,-0.401884278644842
CMCL,2.15,7.791666666666666,2.06896551724138
CMG,1.5514705882352942,0.9166666666666669,0.4694835680751174
