date,code,close,preclose,volume,isST,MA 10,MA 20,MA 50,MA 150,MA 200,VMA 20,VMA 50,volatility,volatility_max,vscore,score,total_score
2016/11/1,sz.300059,19.62,19.46,41579794,0,19.458,19.3775,19.647,23.40013333,27.37735,46452132.35,54169795.9,0.007186858,0.013712544,-5,-14.3,-19.3
2016/11/2,sz.300059,19.35,19.62,49676946,0,19.465,19.392,19.605,23.23693333,27.25265,47754366.6,49477886.18,0.011241696,0.021265823,-5,-14.3,-19.3
2016/11/3,sz.300059,19.65,19.35,94445596,0,19.507,19.4175,19.5752,23.05726667,27.12315,50532019,48472227.22,0.020779221,0.047146402,-5,-13.3,-18.3
2016/11/4,sz.300059,19.65,19.65,71233371,0,19.551,19.4425,19.5518,22.89126667,27.0164,52963538.7,47736687.04,0.00255102,0.0249501,-5,-7.8,-12.8
2016/11/7,sz.300059,19.49,19.65,41153998,0,19.542,19.437,19.5244,22.72946667,26.90685,51807319.75,46868148.78,0.008142494,0.021717172,-5,-14.3,-19.3
2016/11/8,sz.300059,19.61,19.49,43420202,0,19.555,19.4425,19.5022,22.57326667,26.8054,52258015.55,46730431.28,0.002035623,0.012645422,-5,-4.8,-9.8
2016/11/9,sz.300059,19.25,19.61,60802356,0,19.536,19.4355,19.486,22.41633333,26.69335,53997721,46508414.18,0.020356234,0.034517766,-5,-20.8,-25.8
2016/11/10,sz.300059,19.53,19.25,57806786,0,19.529,19.439,19.4752,22.24673333,26.59355,54943977.45,46715908.58,0.001025115,0.016235413,-5,-4.8,-9.8
2016/11/11,sz.300059,20.07,19.53,149468528,0,19.568,19.4795,19.4752,22.0852,26.47915,60657748.55,48594696.28,0.027123849,0.036489152,-5,-13.3,-18.3
2016/11/14,sz.300059,20.55,20.07,179782873,0,19.677,19.559,19.491,21.93553333,26.37555,67899703.85,50828602.84,0.02442672,0.049810247,-5,-13.3,-18.3
2016/11/15,sz.300059,20.53,20.55,77976768,0,19.768,19.613,19.5062,21.77413333,26.26355,68609037.45,50964608.14,0.00391198,0.024685382,-5,-7.8,-12.8
2016/11/16,sz.300059,20.36,20.53,122195285,0,19.869,19.667,19.5154,21.6152,26.1429,72622859,52759332.98,0.008280565,0.036492891,-5,-11.8,-16.8
2016/11/17,sz.300059,20.26,20.36,54084930,0,19.93,19.7185,19.5212,21.46493333,26.0309,73779658.25,52881363.98,0.00049334,0.015717092,-5,-4.8,-9.8
2016/11/18,sz.300059,20.08,20.26,42192556,0,19.973,19.762,19.52,21.31546667,25.92745,73619598.6,52675645.68,0.005940594,0.018137255,-5,-6.8,-11.8
2016/11/21,sz.300059,20.08,20.08,50822806,0,20.032,19.787,19.5256,21.16073333,25.82185,71288608.25,52883381.7,0.004502251,0.026354319,-5,-7.8,-12.8
2016/11/22,sz.300059,21.2,20.08,133767597,0,20.191,19.873,19.5536,21.0054,25.7242,75867048.6,54838673.14,0.05420189,0.058490566,-5,-8.3,-13.3
2016/11/23,sz.300059,20.9,21.2,180525221,0,20.356,19.946,19.5756,20.8424,25.64315,83025249.45,57807083.76,0.0201594,0.033410673,-5,-6.3,-11.3
2016/11/24,sz.300059,20.77,20.9,108720518,0,20.48,20.0045,19.5874,20.6742,25.5556,85705111.6,58528163.86,0,0.030573848,-5,-2.8,-7.8
2016/11/25,sz.300059,21,20.77,105267902,0,20.573,20.0705,19.6086,20.51226667,25.4772,85097388.1,59711180.62,0.011073664,0.039829303,-5,-6.8,-11.8
2016/11/28,sz.300059,20.9,21,102216318,0,20.608,20.1425,19.6276,20.4926,25.38895,88357017.55,60956241.52,0.009478673,0.026635514,-5,-4.8,-9.8
2016/11/29,sz.300059,21.15,20.9,146972872,0,20.67,20.219,19.6576,20.47473333,25.3066,93626671.45,63022169.46,0.017805582,0.043498597,-5,-8.3,-13.3
2016/11/30,sz.300059,21.68,21.15,216204959,0,20.802,20.3355,19.7108,20.47313333,25.21775,101953072.1,65991133.04,0.032380952,0.06636971,-5,-8.3,-13.3
2016/12/1,sz.300059,21.76,21.68,104007291,0,20.952,20.441,19.764,20.47753333,25.1295,102431156.9,67491003.02,0.011622501,0.017889908,-5,-4.8,-9.8
2016/12/2,sz.300059,21.07,21.76,111419091,0,21.051,20.512,19.8036,20.47253333,25.0341,104440442.9,68854917.7,0.030818767,0.048028999,-5,-8.3,-13.3
2016/12/5,sz.300059,20.52,21.07,99852672,0,21.095,20.5635,19.8298,20.46386667,24.9417,107375376.6,70219422.64,0.008695652,0.045497186,-5,-6.8,-11.8
2016/12/6,sz.300059,19.99,20.52,86596504,0,20.974,20.5825,19.8466,20.45166667,24.84855,109534191.7,71519285.88,0.027250608,0.03868472,-5,-13.3,-18.3
2016/12/7,sz.300059,20.07,19.99,51161235,0,20.891,20.6235,19.8644,20.44,24.74035,109052135.6,71908482.72,0.005511022,0.009457442,-5,-6.8,-11.8
2016/12/8,sz.300059,19.66,20.07,64667731,0,20.78,20.63,19.8752,20.4256,24.6307,109395182.9,72514347.3,0.022376927,0.024838549,-5,-18.8,-23.8
2016/12/9,sz.300059,19.7,19.66,68561498,0,20.65,20.6115,19.8876,20.41146667,24.52205,105349831.4,73448329.86,0.004077472,0.020151134,-5,-12.3,-17.3
2016/12/12,sz.300059,18.1,19.7,129905383,0,20.37,20.489,19.872,20.37926667,24.4034,102855956.9,75256974.78,0.078411405,0.08299389,-5,-20.8,-25.8
2016/12/13,sz.300059,17.99,18.1,66736523,0,20.054,20.362,19.8494,20.34933333,24.28075,102293944.6,76013779.26,0.001110494,0.032822757,-5,-15.3,-20.3
2016/12/14,sz.300059,18,17.99,56540246,0,19.686,20.244,19.8282,20.31833333,24.16375,99011192.65,76671938.96,0,0.028914348,-5,-15.3,-20.3
2016/12/15,sz.300059,18.13,18,47621349,0,19.323,20.1375,19.808,20.29653333,24.04895,98688013.6,76846514.98,0.008903728,0.025081788,-5,-17.3,-22.3
2016/12/16,sz.300059,18.36,18.13,56031988,0,19.052,20.0515,19.7922,20.2836,23.95585,99379985.2,77515095.2,0.012686156,0.039872408,-5,-19.3,-24.3
2016/12/19,sz.300059,18.01,18.36,39460911,0,18.801,19.948,19.7604,20.26786667,23.86155,98811890.45,77018745.88,0.013691128,0.01913614,-5,-14.3,-19.3
2016/12/20,sz.300059,18.05,18.01,29803569,0,18.607,19.7905,19.7314,20.2558,23.7859,93613689.05,76926691.54,0.00055371,0.014317181,-5,-12.3,-17.3
2016/12/21,sz.300059,18.14,18.05,38879667,0,18.414,19.6525,19.7064,20.24413333,23.7041,86531411.35,77184119.94,0.000550964,0.013143483,-5,-12.3,-17.3
2016/12/22,sz.300059,17.93,18.14,30715906,0,18.241,19.5105,19.6758,20.23266667,23.61245,82631180.75,77020804.92,0.011576626,0.01598677,-5,-14.3,-19.3
2016/12/23,sz.300059,17.17,17.93,65439162,0,17.988,19.319,19.634,20.2126,23.51755,80639743.75,77625726.04,0.038095238,0.046188091,-5,-20.8,-25.8
2016/12/26,sz.300059,17.3,17.17,49578475,0,17.908,19.139,19.6008,20.1906,23.43305,78007851.6,77918420.2,0.023668639,0.039723661,-5,-20.8,-25.8
2016/12/27,sz.300059,17.17,17.3,27323393,0,17.826,18.94,19.5552,20.17273333,23.3425,72025377.65,77189086.14,0.001744186,0.012687428,-5,-12.3,-17.3
2016/12/28,sz.300059,17.07,17.17,24332103,0,17.733,18.7095,19.511,20.15273333,23.24535,62431734.85,76837351.12,0.006402794,0.016772701,-5,-14.3,-19.3
2016/12/29,sz.300059,16.95,17.07,28927927,0,17.615,18.469,19.4654,20.12746667,23.153,58677766.65,76796930.76,0.00528169,0.016840883,-5,-12.3,-17.3
2016/12/30,sz.300059,16.93,16.95,23103504,0,17.472,18.262,19.4198,20.102,23.0654,54261987.3,76351125.86,0.000591017,0.011695906,-5,-12.3,-17.3
2017/1/3,sz.300059,17.08,16.93,38645753,0,17.379,18.09,19.3698,20.08046667,22.9773,51201641.35,75175188.66,0.004705882,0.012783266,-5,-12.3,-17.3
2017/1/4,sz.300059,17.29,17.08,60292773,0,17.303,17.955,19.326,20.06066667,22.8808,49886454.8,75537068.32,0.017058824,0.023685731,-5,-18.8,-23.8
2017/1/5,sz.300059,17.23,17.29,36712677,0,17.212,17.813,19.2818,20.03826667,22.78815,49164026.9,75524097.78,0.004046243,0.014367816,-5,-12.3,-17.3
2017/1/6,sz.300059,17.07,17.23,28628731,0,17.126,17.6835,19.2312,20.01746667,22.69695,47362076.9,74994206.9,0.012152778,0.014450867,-5,-14.3,-19.3
2017/1/9,sz.300059,17.1,17.07,26894822,0,17.119,17.5535,19.1796,19.9982,22.58825,45278743.1,73183655.9,0.00117096,0.011661808,-5,-12.3,-17.3
2017/1/10,sz.300059,17,17.1,25565754,0,17.089,17.4985,19.1304,19.96493333,22.45965,40061761.65,72954496.4,0.003516999,0.007589025,-5,-12.3,-17.3
2017/1/11,sz.300059,16.79,17,41794481,0,17.051,17.4385,19.0738,19.93026667,22.31855,38814659.55,72958790.14,0.008269344,0.024618992,-5,-17.3,-22.3
2017/1/12,sz.300059,16.77,16.79,28794361,0,17.021,17.377,19.0222,19.8936,22.18325,37427365.3,72541138.44,0.00119403,0.01179941,-5,-12.3,-17.3
2017/1/13,sz.300059,16.42,16.77,42952687,0,16.968,17.2915,18.9576,19.84973333,22.03235,37193932.2,71511280.26,0.022619048,0.029585799,-5,-18.8,-23.8
2017/1/16,sz.300059,15.39,16.42,68280342,0,16.814,17.143,18.8724,19.799,21.88655,37806349.9,71452219.68,0.065006075,0.105740181,-5,-20.8,-25.8
2017/1/17,sz.300059,15.99,15.39,73057407,0,16.705,17.042,18.8024,19.75426667,21.7477,39486174.7,72090287.86,0.042372881,0.073619632,-5,-20.8,-25.8
2017/1/18,sz.300059,15.72,15.99,37482430,0,16.548,16.9255,18.7246,19.71033333,21.6111,39870117.75,71971532.42,0.005063291,0.020637899,-5,-12.3,-17.3
2017/1/19,sz.300059,15.74,15.72,27984499,0,16.399,16.8055,18.6544,19.67853333,21.47585,39325359.35,71315175.28,0.005750799,0.020820189,-5,-14.3,-19.3
2017/1/20,sz.300059,16.01,15.74,48993122,0,16.293,16.7095,18.584,19.64806667,21.33105,40239220.15,71138902,0.017153748,0.040416412,-5,-20.8,-25.8
2017/1/23,sz.300059,16.1,16.01,31087802,0,16.193,16.656,18.5046,19.6136,21.19005,38521652.15,68771287.48,0.000621504,0.012345679,-5,-12.3,-17.3
2017/1/24,sz.300059,15.89,16.1,25011363,0,16.082,16.5855,18.4114,19.58086667,21.0545,37293296.55,65675857.28,0.012430081,0.01863354,-5,-14.3,-19.3
2017/1/25,sz.300059,15.88,15.89,21827175,0,15.991,16.521,18.3184,19.54666667,20.9102,37018485.65,64552865.42,0.004427577,0.013116802,-5,-12.3,-17.3
2017/1/26,sz.300059,15.92,15.88,23103655,0,15.906,16.4635,18.2296,19.51366667,20.7688,36957063.25,62571032.82,0.003150599,0.013075965,-5,-12.3,-17.3
2017/2/3,sz.300059,15.59,15.92,29917623,0,15.823,16.3955,18.1362,19.47733333,20.63275,37006548.05,62087686.68,0.022570533,0.028177833,-5,-18.8,-23.8
2017/2/6,sz.300059,15.75,15.59,27660548,0,15.859,16.3365,18.0496,19.437,20.499,37234400.25,61797046.52,0.011560694,0.02205419,-5,-14.3,-19.3
2017/2/7,sz.300059,15.58,15.75,25039068,0,15.818,16.2615,17.9596,19.39693333,20.36045,36554066,61281371.76,0.005108557,0.014631043,-5,-12.3,-17.3
2017/2/8,sz.300059,16.03,15.58,54594304,0,15.849,16.1985,17.8562,19.36226667,20.2181,36269142.55,59697905.9,0.030868167,0.036092097,-5,-20.8,-25.8
2017/2/9,sz.300059,16.04,16.03,43502275,0,15.879,16.139,17.759,19.32393333,20.07155,36608622.45,56957446.98,0.007537688,0.017305315,-5,-14.3,-19.3
2017/2/10,sz.300059,16.06,16.04,48047055,0,15.884,16.0885,17.6648,19.2838,19.92185,37579538.65,55743977.72,0.002496879,0.019643953,-5,-12.3,-17.3
2017/2/13,sz.300059,16.76,16.06,95860833,0,15.95,16.0715,17.58,19.24953333,19.7792,41027839.2,55555836.34,0.04423676,0.069889342,-5,-20.8,-25.8
2017/2/14,sz.300059,16.55,16.76,44009968,0,16.016,16.049,17.493,19.21186667,19.7427,41950049.9,54391709.34,0.003612282,0.016167665,-5,-12.3,-17.3
2017/2/15,sz.300059,16.54,16.55,71137647,0,16.082,16.0365,17.4008,19.17613333,19.70625,43417208.2,52875004.84,0.001210654,0.037317784,-5,-17.3,-22.3
2017/2/16,sz.300059,16.66,16.54,39638277,0,16.156,16.031,17.3004,19.13566667,19.67995,43959404,49343671.2,0.00969697,0.024477612,-5,-17.3,-22.3
2017/2/17,sz.300059,16.61,16.66,64391698,0,16.258,16.0405,17.1974,19.09553333,19.6575,45031354.55,48551359.34,0.0030012,0.031505251,-5,-15.3,-20.3
2017/2/20,sz.300059,16.74,16.61,52708813,0,16.357,16.108,17.1108,19.05746667,19.6321,44252778.1,47377153.78,0.011480363,0.029253731,-5,-17.3,-22.3
2017/2/21,sz.300059,16.91,16.74,57352619,0,16.49,16.154,17.0386,19.02226667,19.60755,43467538.7,46527152.72,0.010155317,0.028654971,-5,-17.3,-22.3
2017/2/22,sz.300059,16.81,16.91,38673379,0,16.568,16.2085,16.975,18.98653333,19.5825,43527086.15,45568690.22,0.002373887,0.017667845,-5,-12.3,-17.3
2017/2/23,sz.300059,16.71,16.81,34734019,0,16.635,16.257,16.9078,18.95126667,19.55695,43864562.15,45240145.9,0.008896797,0.017793594,-5,-14.3,-19.3
2017/2/24,sz.300059,16.7,16.71,37530591,0,16.699,16.2915,16.8486,18.91173333,19.53135,43291435.6,44697403.1,0.000598444,0.020636792,-5,-12.3,-17.3
2017/2/27,sz.300059,16.44,16.7,36029292,0,16.667,16.3085,16.7834,18.87033333,19.50445,43538510.1,44046758.98,0.013205282,0.017964072,-5,-14.3,-19.3
2017/2/28,sz.300059,16.53,16.44,20810164,0,16.665,16.3405,16.752,18.8308,19.47245,43328450.15,41864854.6,0.007312614,0.015625,-5,-14.3,-19.3
2017/3/1,sz.300059,16.61,16.53,32209681,0,16.672,16.377,16.7244,18.80093333,19.4431,43847575.45,41174317.76,0.003625378,0.019642857,-5,-12.3,-17.3
2017/3/2,sz.300059,16.42,16.61,36655269,0,16.648,16.402,16.6928,18.77186667,19.41195,44525156.15,40776618.22,0.016177352,0.027299703,-5,-18.8,-23.8
2017/3/3,sz.300059,16.27,16.42,30222021,0,16.614,16.436,16.6556,18.74046667,19.3863,44540376.05,40428631.66,0.001840491,0.010989011,-5,-12.3,-17.3
2017/3/6,sz.300059,16.5,16.27,41291591,0,16.59,16.4735,16.6184,18.7118,19.3673,45221928.2,40133823.72,0.018518519,0.02291918,-5,-18.8,-23.8
2017/3/7,sz.300059,16.45,16.5,32893095,0,16.544,16.517,16.5872,18.68233333,19.3477,45614629.55,40002467.4,0.007242004,0.012665862,-5,-14.3,-19.3
2017/3/8,sz.300059,16.21,16.45,39095037,0,16.484,16.526,16.5504,18.65393333,19.32945,44839666.2,40188296.76,0.016383495,0.020012129,-5,-15.8,-20.8
2017/3/9,sz.300059,15.94,16.21,36389073,0,16.407,16.521,16.5064,18.62286667,19.3097,44484006.1,40138484.88,0.019076923,0.024615385,-5,-18.8,-23.8
2017/3/10,sz.300059,16,15.94,23365797,0,16.337,16.518,16.4678,18.59053333,19.29145,43249943.2,39991482.7,0.003134796,0.00872818,-5,-12.3,-17.3
2017/3/13,sz.300059,16,16,24425490,0,16.293,16.48,16.4444,18.565,19.27055,39678176.05,39171209.26,0.001251564,0.020560748,-5,-12.3,-17.3
2017/3/14,sz.300059,15.87,16,24378716,0,16.227,16.446,16.4158,18.5392,19.2469,38696613.45,38667214.08,0.008125,0.015556938,-5,-14.3,-19.3
2017/3/15,sz.300059,15.91,15.87,43782772,0,16.157,16.4145,16.3906,18.51493333,19.2272,37328869.7,38996401.66,0.003785489,0.024875622,-5,-15.3,-20.3
2017/3/16,sz.300059,16.1,15.91,44058264,0,16.125,16.3865,16.3712,18.49646667,19.20735,37549869.05,39390924.88,0.013215859,0.018575851,-5,-14.3,-19.3
2017/3/17,sz.300059,15.9,16.1,67249927,0,16.088,16.351,16.3502,18.4762,19.18315,37692780.5,40157364.88,0.016697588,0.035800971,-5,-20.8,-25.8
2017/3/20,sz.300059,15.78,15.9,39954083,0,16.016,16.303,16.3272,18.45613333,19.1583,37055044,40494376.46,0.002528445,0.015762926,-5,-12.3,-17.3
2017/3/21,sz.300059,15.71,15.78,21772484,0,15.942,16.243,16.2998,18.43373333,19.1353,35276037.25,40156911.08,0.008832808,0.012618297,-5,-14.3,-19.3
2017/3/22,sz.300059,15.46,15.71,31318490,0,15.867,16.1755,16.2632,18.41073333,19.1113,34908292.8,39577425.42,0.008974359,0.014677728,-5,-14.3,-19.3
2017/3/23,sz.300059,15.47,15.46,25759772,0,15.82,16.1135,16.228,18.38313333,19.0857,34459580.45,39358367.32,0.001935484,0.021086262,-5,-12.3,-17.3
2017/3/24,sz.300059,15.62,15.47,31255894,0,15.782,16.0595,16.199,18.3564,19.06285,34145845.6,39410910.58,0.009696186,0.025949367,-5,-17.3,-22.3
2017/3/27,sz.300059,15.58,15.62,30723528,0,15.74,16.0165,16.1686,18.3304,19.0408,33880557.4,39487484.7,0.005108557,0.01709943,-5,-12.3,-17.3
2017/3/28,sz.300059,15.6,15.58,15624816,0,15.713,15.97,16.1406,18.3052,19.00885,33621290,39288665.94,0.001926782,0.008290816,-5,-12.3,-17.3
2017/3/29,sz.300059,15.4,15.6,25960036,0,15.662,15.9095,16.1128,18.27786667,18.9759,33308807.75,38971977.04,0.014715291,0.018494898,-5,-15.8,-20.8
2017/3/30,sz.300059,14.93,15.4,44066633,0,15.545,15.835,16.076,18.2344,18.9392,33679375.95,39277422.48,0.027361564,0.029928432,-5,-18.8,-23.8
2017/3/31,sz.300059,14.98,14.93,26554836,0,15.453,15.7705,16.0472,18.19333333,18.8991,33496016.7,38949465.46,0.005369128,0.014569536,-5,-12.3,-17.3
2017/4/5,sz.300059,15.12,14.98,41197083,0,15.387,15.7015,16.0418,18.15533333,18.8597,33491291.3,38407800.28,0.01002004,0.027027027,-5,-17.3,-22.3
2017/4/6,sz.300059,14.99,15.12,26151841,0,15.315,15.6285,16.0218,18.1162,18.82115,33154228.6,37469688.96,0.008597884,0.009920635,-5,-14.3,-19.3
2017/4/7,sz.300059,14.85,14.99,29997904,0,15.254,15.5605,16.0044,18.07706667,18.78385,32699371.95,37319998.44,0.00933956,0.01461794,-5,-14.3,-19.3
2017/4/10,sz.300059,14.64,14.85,33979542,0,15.171,15.4955,15.9824,18.04093333,18.7545,32578895.4,37439899.3,0.019423979,0.02277294,-5,-18.8,-23.8
2017/4/11,sz.300059,14.79,14.64,36885545,0,15.088,15.435,15.958,18.00573333,18.72555,33254882.8,37197747.76,0.012320329,0.020903574,-5,-14.3,-19.3
2017/4/12,sz.300059,14.8,14.79,34510976,0,15.01,15.375,15.932,17.9706,18.6932,33759157.1,37266211.24,0,0.018691589,-5,-12.3,-17.3
2017/4/13,sz.300059,14.83,14.8,20589723,0,14.933,15.323,15.9108,17.93773333,18.66335,33569707.45,37177778.44,0.00338295,0.014696059,-5,-12.3,-17.3
2017/4/14,sz.300059,14.95,14.83,36183781,0,14.888,15.275,15.8922,17.9056,18.63305,33189757.9,37464910.56,0.010135135,0.021854305,-5,-14.3,-19.3
2017/4/17,sz.300059,14.63,14.95,30343266,0,14.858,15.2015,15.8664,17.87046667,18.60185,32504008,37609702.78,0.018120805,0.024798928,-5,-18.8,-23.8
2017/4/18,sz.300059,11.66,12.16,43387513,0,14.526,14.9895,15.7878,17.81506667,18.55495,31310887.3,37879100.58,0.042692939,0.050041017,-5,-20.8,-25.8
2017/4/19,sz.300059,11.33,11.66,43993875,0,14.147,14.767,15.6994,17.75633333,18.5026,31512876.9,38205767.12,0.02411714,0.03875969,-5,-20.8,-25.8
2017/4/20,sz.300059,11.4,11.33,43234667,0,13.788,14.5515,15.6158,17.70033333,18.45165,32585986.05,38569679.1,0.013333333,0.026086957,-5,-17.3,-22.3
2017/4/21,sz.300059,11.14,11.4,36624491,0,13.417,14.3355,15.518,17.6426,18.4012,32851286.1,38210282.84,0.018502203,0.028871391,-5,-18.8,-23.8
2017/4/24,sz.300059,10.68,11.14,52458101,0,13.021,14.096,15.4108,17.5818,18.34565,34186202.55,38389399.36,0.037837838,0.054054054,-5,-20.8,-25.8
2017/4/25,sz.300059,10.7,10.68,34313493,0,12.612,13.85,15.3036,17.5186,18.28875,34339082.5,38114728.12,0,0.026484018,-5,-15.3,-20.3
2017/4/26,sz.300059,10.75,10.7,34031080,0,12.207,13.6085,15.1834,17.45733333,18.233,34504460.1,36878133.06,0.005612722,0.027548209,-5,-17.3,-22.3
2017/4/27,sz.300059,11.14,10.75,87032091,0,11.838,13.3855,15.0752,17.3986,18.1777,38074823.85,37738575.52,0.041121495,0.085537919,-5,-20.8,-25.8
2017/4/28,sz.300059,11.1,11.14,34758370,0,11.453,13.1705,14.9664,17.3416,18.1237,38514740.55,37010989.98,0.005434783,0.014375562,-5,-12.3,-17.3
2017/5/2,sz.300059,11.02,11.1,24047931,0,11.092,12.975,14.8536,17.28826667,18.06515,37513805.45,36699183.06,0.005415162,0.015260323,-5,-12.3,-17.3
2017/5/3,sz.300059,11.03,11.02,29578748,0,11.029,12.7775,14.742,17.23446667,18.00715,37665001.05,36002924.06,0.004553734,0.02066487,-5,-12.3,-17.3
2017/5/4,sz.300059,10.77,11.03,36663934,0,10.973,12.56,14.6226,17.179,17.94875,37438343.6,35682026.48,0.020909091,0.027149321,-5,-18.8,-23.8
2017/5/5,sz.300059,10.38,10.77,50075069,0,10.871,12.3295,14.492,17.12013333,17.8897,38634505,35536475.48,0.026266417,0.031716418,-5,-18.8,-23.8
2017/5/8,sz.300059,10.93,10.38,109970816,0,10.85,12.1335,14.3744,17.06533333,17.8335,42633150.6,36962424.22,0.066341463,0.086607143,-5,-20.8,-25.8
2017/5/9,sz.300059,11.2,10.93,84994116,0,10.902,11.9615,14.2642,17.01213333,17.7795,45183879.3,37967626.16,0.029411765,0.036541889,-5,-20.8,-25.8
2017/5/10,sz.300059,10.8,11.2,56154615,0,10.912,11.762,14.1462,16.95666667,17.72035,46147332.8,38340106.64,0.028776978,0.038290294,-5,-20.8,-25.8
2017/5/11,sz.300059,11,10.8,60111911,0,10.937,11.572,14.0374,16.9028,17.6621,47427379.55,38821759.02,0.028037383,0.045780969,-5,-20.8,-25.8
2017/5/12,sz.300059,10.9,11,51279769,0,10.913,11.3755,13.9248,16.8496,17.6043,48961881.85,39431151.12,0.00091659,0.028959276,-5,-15.3,-20.3
2017/5/15,sz.300059,10.63,10.9,48238758,0,10.866,11.1595,13.8052,16.793,17.552,49564630.7,39751732.66,0.026556777,0.040909091,-5,-20.8,-25.8
2017/5/16,sz.300059,10.9,10.63,55526708,0,10.854,10.973,13.6948,16.7386,17.5026,50823802.8,40129161.44,0.030245747,0.049541284,-5,-20.8,-25.8
2017/5/17,sz.300059,11.29,10.9,176214538,0,10.88,10.9545,13.5952,16.68626667,17.45415,57465154.05,43049011.78,0.039594843,0.096747289,-5,-20.8,-25.8
2017/5/18,sz.300059,11.47,11.29,114140945,0,10.95,10.9615,13.4946,16.63506667,17.4075,60972507.55,44505998.86,0.028699552,0.046312178,-5,-20.8,-25.8
2017/5/19,sz.300059,11.16,11.47,66929907,0,11.028,10.9495,13.3888,16.5788,17.35895,62157269.55,45186735.1,0.03125,0.040622299,-5,-20.8,-25.8
2017/5/22,sz.300059,11.08,11.16,57767751,0,11.043,10.9465,13.2862,16.52266667,17.312,63214432.55,45560189.38,0.00270027,0.031634446,-5,-15.3,-20.3
2017/5/23,sz.300059,11.06,11.08,57513385,0,11.029,10.9655,13.1886,16.46713333,17.2643,63467196.75,45982675.62,0.001811594,0.025641026,-5,-15.3,-20.3
2017/5/24,sz.300059,11.38,11.06,91828198,0,11.087,10.9995,13.0962,16.41326667,17.21695,66342932,47351923.64,0.034545455,0.054481547,-5,-20.8,-25.8
2017/5/25,sz.300059,11.7,11.38,133721346,0,11.157,11.047,13.0102,16.36286667,17.1763,71327445.3,49537840.76,0.030837004,0.065217391,-5,-20.8,-25.8
2017/5/26,sz.300059,11.6,11.7,78563881,0,11.227,11.07,12.9248,16.3138,17.1356,70904034.8,50621544.06,0.000862813,0.025380711,-5,-15.3,-20.3
2017/5/31,sz.300059,11.79,11.6,120233790,0,11.343,11.1045,12.8424,16.26273333,17.0968,75177805.8,52150564.42,0,0.034710744,-5,-17.3,-22.3
2017/6/1,sz.300059,11.47,11.79,85991084,0,11.4,11.127,12.7498,16.21066667,17.0598,78274963.45,52989220.82,0.01965812,0.051580699,-5,-20.8,-25.8
2017/6/2,sz.300059,12.13,11.47,142874279,0,11.484,11.182,12.6744,16.16333333,17.02575,83939740,54501707.86,0.057541412,0.080645161,-5,-20.8,-25.8
2017/6/5,sz.300059,12.21,12.13,116599091,0,11.558,11.254,12.603,16.11666667,16.99285,87936497.85,56034608.02,0.016652789,0.033011272,-5,-18.8,-23.8
2017/6/6,sz.300059,12.17,12.21,63867628,0,11.659,11.3435,12.5322,16.06726667,16.95835,88626125.8,56876510.9,0.004125413,0.02189781,-5,-12.3,-17.3
2017/6/7,sz.300059,12.59,12.17,126756303,0,11.81,11.4265,12.4748,16.02133333,16.92675,89465400.15,58785267.16,0.031967213,0.048627451,-5,-9.3,-14.3
2017/6/8,sz.300059,12.54,12.59,74194540,0,11.958,11.4935,12.4162,15.97533333,16.8914,88925421.35,59753962.52,0.001592357,0.024275646,-5,-3.8,-8.8
2017/6/9,sz.300059,12.43,12.54,72263284,0,12.063,11.575,12.3524,15.92753333,16.8554,89730854.8,60574110.32,0.011137629,0.025296443,-5,-9.8,-14.8
2017/6/12,sz.300059,12.26,12.43,57809119,0,12.119,11.638,12.286,15.87806667,16.8193,89615715.2,61115822.14,0.00567721,0.022508039,-5,-14.3,-19.3
2017/6/13,sz.300059,12.5,12.26,78303224,0,12.209,11.718,12.224,15.83166667,16.7849,90966887.95,62369390.3,0.02124183,0.034018987,-5,-9.3,-14.3
2017/6/14,sz.300059,12.24,12.5,54406020,0,12.254,11.7985,12.1608,15.78246667,16.7486,91275251.05,62938309.98,0.020016013,0.020016013,-5,-8.3,-13.3
2017/6/15,sz.300059,12.5,12.24,101331608,0,12.357,11.8785,12.1122,15.7368,16.70385,93565496.05,64083609.48,0.023751024,0.042419482,-5,-9.3,-14.3
2017/6/16,sz.300059,12.45,12.5,43393061,0,12.389,11.9365,12.0616,15.6888,16.6604,86924422.2,64420373.98,0.002403846,0.020585907,-5,-4.8,-9.8
2017/6/19,sz.300059,12.53,12.45,42033128,0,12.421,11.9895,12.0098,15.64133333,16.61895,83319031.35,64437094.88,0.012116317,0.016693164,-5,-2.8,-7.8
2017/6/20,sz.300059,12.24,12.53,77172862,0,12.428,12.0435,11.9548,15.593,16.57585,83831179.1,65457515.3,0.023144453,0.036220472,-5,-13.3,-18.3
2017/6/21,sz.300059,12.01,12.24,94593823,0,12.37,12.09,11.898,15.54233333,16.5323,85672482.7,66749433.68,0.023577236,0.046004843,-5,-13.3,-18.3
2017/6/22,sz.300059,11.79,12.01,65133228,0,12.295,12.1265,11.841,15.4926,16.49095,86053474.85,67372507.4,0.011735122,0.030452675,-5,-17.3,-22.3
2017/6/23,sz.300059,11.76,11.79,62130700,0,12.228,12.1455,11.7804,15.4408,16.4494,84568599.95,67877410.5,0.000851064,0.032883642,-5,-15.3,-20.3
2017/6/26,sz.300059,12.03,11.76,65041191,0,12.205,12.162,11.725,15.3872,16.4092,81134592.2,68488014.8,0.022959184,0.027408638,-5,-11.3,-16.3
