,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA 10,MA 20,MA 50,MA 150,MA 200,VMA 20,VMA 50,volatility,volatility_max,vscore,score,total_score
483,300059.SZ,20120327,21.98,22.5,21.89,21.98,21.84,0.14,0.64,30365.5,67305.7861,22.25599999999995,22.922499999999964,20.771000000000058,21.47039999999999,22.175899999999945,60145.969999999994,49526.86879999996,0.0,0.027111111111111086,-5.0,-3.7999999999999994,-8.799999999999999
484,300059.SZ,20120328,21.77,21.77,20.61,20.66,21.98,-1.32,-6.01,33076.57,69645.3646,21.845999999999954,22.792999999999967,20.806200000000057,21.453333333333322,22.104799999999944,55350.2895,49468.34199999995,0.0509875976113918,0.053284336242535604,-5.0,-18.79999999999999,-23.79999999999999
485,300059.SZ,20120329,20.65,20.65,19.7,20.0,20.66,-0.66,-3.19,30233.08,60767.2262,21.59099999999995,22.643499999999968,20.826200000000057,21.430133333333323,22.034799999999947,53296.13450000001,49590.13599999996,0.03147699757869243,0.04600484261501207,-5.0,-18.79999999999999,-23.79999999999999
486,300059.SZ,20120330,20.0,20.18,19.61,19.9,20.0,-0.1,-0.5,16620.41,32958.701,21.36599999999995,22.489499999999964,20.848200000000062,21.399799999999992,21.961899999999947,51513.48800000001,49610.30799999996,0.005000000000000071,0.028245787908820628,-5.0,-13.3,-18.3
487,300059.SZ,20120405,20.01,20.76,19.91,20.67,19.9,0.77,3.87,31600.49,64562.1465,21.17399999999995,22.339999999999964,20.905000000000065,21.376933333333326,21.951749999999947,49565.19150000001,49722.96839999996,0.03298350824587706,0.04094412331406558,-5.0,-18.79999999999999,-23.79999999999999
488,300059.SZ,20120406,20.58,21.05,20.44,20.85,20.67,0.18,0.87,24094.67,50083.5968,21.08699999999995,22.202499999999965,20.97700000000006,21.355199999999993,21.94434999999995,46665.44950000001,49938.429799999954,0.013119533527696946,0.028978622327790946,-5.0,-15.3,-20.3
489,300059.SZ,20120409,20.7,21.3,20.63,20.69,20.85,-0.16,-0.77,24378.28,51223.022,21.00999999999995,22.047499999999964,21.028200000000062,21.33646666666666,21.93529999999995,44579.907500000016,50040.18679999995,0.00048309178743951745,0.031455399061032945,-5.0,-13.3,-18.3
490,300059.SZ,20120410,20.4,20.85,19.8,20.84,20.69,0.15,0.73,30333.16,61635.1397,20.92299999999995,21.91599999999996,21.098200000000062,21.320933333333326,21.92829999999995,43322.27600000001,50326.75219999995,0.021568627450980458,0.05035971223021586,-5.0,-18.79999999999999,-23.79999999999999
491,300059.SZ,20120411,12.8,13.29,12.65,13.04,12.96,0.08,0.62,38469.94,50175.0549,20.046999999999947,21.392499999999963,21.00940000000006,21.249999999999993,21.87944999999995,42746.89150000001,50786.730799999954,0.018749999999999878,0.048156508653122564,-5.0,-18.79999999999999,-23.79999999999999
492,300059.SZ,20120412,13.0,13.46,13.0,13.45,13.04,0.41,3.14,54281.24,72075.9023,19.207999999999945,20.87849999999996,20.92380000000006,21.174333333333326,21.831299999999946,42605.56600000001,51568.00939999996,0.03461538461538456,0.03417533432392279,-5.0,-16.799999999999997,-21.799999999999997
493,300059.SZ,20120413,13.49,13.6,13.2,13.35,13.45,-0.1,-0.74,46312.72,62207.4821,18.344999999999946,20.30049999999996,20.834800000000058,21.098799999999994,21.78429999999995,40061.433500000014,52241.203599999964,0.010378057820607899,0.02941176470588238,-5.0,-15.3,-20.3
494,300059.SZ,20120416,13.19,13.72,13.12,13.68,13.35,0.33,2.47,54431.1,73696.7982,17.646999999999945,19.746499999999962,20.752400000000062,21.021066666666655,21.742649999999948,39636.41450000001,53120.276199999964,0.037149355572403356,0.04373177842565608,-5.0,-18.79999999999999,-23.79999999999999
495,300059.SZ,20120417,13.66,13.67,13.3,13.38,13.68,-0.3,-2.19,38562.54,51972.6039,16.984999999999946,19.28799999999996,20.667000000000062,20.93939999999999,21.70004999999995,36545.239000000016,53566.92119999996,0.020497803806734945,0.027066569129480557,-5.0,-16.799999999999997,-21.799999999999997
496,300059.SZ,20120418,13.4,14.13,13.31,13.88,13.38,0.5,3.74,55612.16,76467.3291,16.382999999999946,18.874499999999962,20.585600000000063,20.863399999999988,21.66024999999995,36215.184000000016,54246.56879999997,0.03582089552238809,0.05803255484784149,-5.0,-18.79999999999999,-23.79999999999999
497,300059.SZ,20120419,13.96,14.51,13.76,14.17,13.88,0.29,2.09,68013.99,96891.0493,15.732999999999944,18.453499999999963,20.499800000000064,20.794133333333324,21.61954999999995,37604.97850000001,54947.519999999975,0.015042979942693343,0.051688490696071676,-5.0,-17.299999999999994,-22.299999999999994
498,300059.SZ,20120420,14.15,14.99,13.92,14.81,14.17,0.64,4.52,121566.38,176275.0254,15.128999999999944,18.10799999999996,20.424800000000065,20.73039999999999,21.58059999999995,41355.10000000002,56840.25359999997,0.04664310954063605,0.07138092061374252,-5.0,-18.79999999999999,-23.79999999999999
499,300059.SZ,20120423,14.71,14.93,13.5,13.5,14.81,-1.31,-8.85,88176.17,124612.4555,14.409999999999945,17.70999999999996,20.327400000000065,20.658333333333324,21.532249999999948,43473.237000000016,58265.239599999964,0.08225696804894635,0.0957803081044876,-5.0,-18.79999999999999,-23.79999999999999
500,300059.SZ,20120424,13.5,14.4,13.27,14.32,13.5,0.82,6.07,98464.75,135767.3119,13.757999999999944,17.340499999999963,20.234200000000065,20.595133333333322,21.486499999999946,46964.33250000002,59408.99199999996,0.06074074074074076,0.07847222222222228,-5.0,-18.79999999999999,-23.79999999999999
501,300059.SZ,20120425,14.22,15.68,14.14,15.16,14.32,0.84,5.87,131258.34,195645.0658,13.969999999999946,17.008499999999962,20.15800000000006,20.542866666666658,21.444749999999946,51803.01950000002,61448.78659999996,0.06610407876230658,0.09821428571428566,-5.0,-18.79999999999999,-23.79999999999999
502,300059.SZ,20120426,14.99,15.3,14.79,15.09,15.16,-0.07,-0.46,78481.88,117748.3691,14.133999999999943,16.670999999999964,20.076800000000063,20.48879999999999,21.403749999999945,54716.668500000014,62619.46879999996,0.006671114076050677,0.03333333333333344,-5.0,-13.3,-18.3
503,300059.SZ,20120427,15.05,15.59,14.8,14.8,15.09,-0.29,-1.92,84791.38,129556.6097,14.278999999999945,16.311999999999962,19.982200000000063,20.429933333333327,21.363199999999946,57437.96250000002,63766.434399999955,0.01661129568106312,0.050673508659396994,-5.0,-18.79999999999999,-23.79999999999999
504,300059.SZ,20120502,15.0,15.35,14.7,14.94,14.8,0.14,0.95,58422.39,87914.3922,14.404999999999944,16.02599999999996,19.897000000000062,20.375799999999995,21.322449999999943,58705.25350000001,64626.72219999996,0.004000000000000033,0.042345276872964195,-5.0,-15.3,-20.3
505,300059.SZ,20120503,15.04,15.38,14.8,15.09,14.94,0.15,1.0,51598.13,78001.4039,14.575999999999945,15.780499999999961,19.807800000000064,20.32366666666666,21.281999999999943,59773.50600000001,65211.22979999996,0.0033244680851064303,0.03771131339401821,-5.0,-15.3,-20.3
506,300059.SZ,20120504,15.0,15.32,14.81,15.15,15.09,0.06,0.4,44587.81,67338.0185,14.702999999999946,15.54299999999996,19.725800000000064,20.270266666666664,21.239149999999942,61171.87600000001,65633.93599999996,0.010000000000000024,0.033289817232375965,-5.0,-15.3,-20.3
507,300059.SZ,20120507,15.12,15.42,14.75,14.9,15.15,-0.25,-1.65,52166.27,78434.8505,14.775999999999948,15.25449999999996,19.633800000000065,20.21633333333333,21.193599999999936,62200.165000000015,66262.66639999996,0.014550264550264477,0.04345006485084306,-5.0,-17.299999999999994,-22.299999999999994
508,300059.SZ,20120508,14.88,14.97,14.35,14.5,14.9,-0.4,-2.68,61971.85,90400.4719,14.744999999999948,14.936999999999959,19.515000000000065,20.1616,21.146649999999937,64094.02400000002,66092.99679999996,0.0255376344086022,0.041416165664662725,-5.0,-18.79999999999999,-23.79999999999999
509,300059.SZ,20120509,14.45,14.59,14.15,14.28,14.5,-0.22,-1.52,34804.63,50069.3211,14.822999999999947,14.616499999999956,19.37620000000006,20.105333333333334,21.096949999999932,64615.34150000002,64951.47839999996,0.011764705882352938,0.030157642220699075,-5.0,-15.3,-20.3
510,300059.SZ,20120510,14.26,14.85,14.1,14.84,14.28,0.56,3.92,61506.38,89325.7218,14.874999999999948,14.316499999999957,19.206200000000063,20.059400000000004,21.049249999999933,66174.00250000002,63155.53479999996,0.04067321178120618,0.050505050505050504,-5.0,-18.79999999999999,-23.79999999999999
511,300059.SZ,20120511,14.68,15.35,14.68,14.78,14.84,-0.06,-0.4,68936.04,103959.1116,14.83699999999995,14.403499999999955,19.037400000000062,20.01246666666667,21.00124999999993,67697.30750000002,62236.685199999956,0.006811989100817414,0.04364820846905537,-5.0,-15.3,-20.3
512,300059.SZ,20120514,14.89,15.45,14.8,15.16,14.78,0.38,2.57,64945.01,98659.7544,14.843999999999948,14.488999999999956,18.852600000000063,19.963466666666665,20.95454999999993,68230.49600000001,59234.986199999956,0.018132975151108097,0.042071197411003146,-5.0,-18.79999999999999,-23.79999999999999
513,300059.SZ,20120515,15.01,15.02,14.6,14.95,15.16,-0.21,-1.39,41397.63,61250.1707,14.858999999999947,14.568999999999955,18.66560000000006,19.918266666666664,20.90574999999993,67984.74150000002,57840.295799999956,0.0039973351099267486,0.027962716378162448,-5.0,-13.3,-18.3
514,300059.SZ,20120516,14.85,15.08,14.46,14.48,14.95,-0.47,-3.14,25760.59,37924.9969,14.812999999999946,14.608999999999956,18.490200000000062,19.873466666666666,20.848949999999927,66551.21600000001,55775.70399999995,0.024915824915824863,0.04111405835543761,-5.0,-18.79999999999999,-23.79999999999999
515,300059.SZ,20120517,14.48,15.45,14.32,15.2,14.48,0.72,4.97,59915.28,89726.2473,14.823999999999945,14.699999999999955,18.334400000000063,19.837066666666665,20.795549999999924,67618.85300000002,55547.68599999994,0.04972375690607727,0.07313915857605172,-5.0,-18.79999999999999,-23.79999999999999
516,300059.SZ,20120518,14.98,15.28,14.6,14.6,15.2,-0.6,-3.95,45761.98,68233.9778,14.768999999999943,14.735999999999956,18.166800000000066,19.795133333333332,20.742049999999928,67126.34400000001,55417.45879999994,0.025367156208277754,0.044502617801047105,-5.0,-18.79999999999999,-23.79999999999999
517,300059.SZ,20120521,14.58,14.67,14.22,14.43,14.6,-0.17,-1.16,28398.21,40957.0165,14.721999999999943,14.748999999999956,17.982200000000063,19.754666666666665,20.689599999999928,65145.555000000015,54574.094599999946,0.010288065843621423,0.030674846625766822,-5.0,-15.3,-20.3
518,300059.SZ,20120522,14.58,14.75,14.46,14.7,14.43,0.27,1.87,23632.0,34588.6496,14.741999999999942,14.743499999999955,17.804200000000066,19.720666666666663,20.63749999999993,60248.83600000001,53404.94439999995,0.008230452674897066,0.019661016949152486,-5.0,-12.3,-17.3
519,300059.SZ,20120523,14.71,14.76,14.29,14.5,14.7,-0.2,-1.36,34097.57,49263.9149,14.763999999999943,14.793499999999955,17.618400000000065,19.68653333333333,20.588449999999924,57544.90600000002,52765.113399999944,0.01427600271923867,0.03184281842818432,-5.0,-15.3,-20.3
520,300059.SZ,20120524,14.5,14.54,14.09,14.19,14.5,-0.31,-2.14,33740.67,48189.0995,14.698999999999941,14.786999999999955,17.432800000000064,19.649399999999996,20.537799999999926,54308.70200000001,52330.21099999994,0.02137931034482762,0.030949105914717973,-5.0,-16.799999999999997,-21.799999999999997
521,300059.SZ,20120525,14.2,14.29,13.88,13.9,14.19,-0.29,-2.04,22431.62,31589.2429,14.610999999999942,14.723999999999952,17.240600000000065,19.61173333333333,20.490249999999925,48867.366000000016,51779.290799999944,0.02112676056338021,0.02869139258222522,-5.0,-16.799999999999997,-21.799999999999997
522,300059.SZ,20120528,13.77,14.12,13.57,14.0,13.9,0.1,0.72,24542.29,33964.7994,14.494999999999942,14.669499999999953,17.046000000000063,19.56726666666666,20.442949999999925,46170.386500000015,51127.98159999995,0.016702977487291243,0.038951841359773295,-5.0,-18.79999999999999,-23.79999999999999
523,300059.SZ,20120529,14.02,14.37,13.88,14.27,14.0,0.27,1.93,25921.17,36808.7713,14.426999999999945,14.642999999999953,16.833200000000065,19.521333333333327,20.394099999999924,43226.87600000002,49702.497599999944,0.01783166904422254,0.03409881697981896,-5.0,-16.799999999999997,-21.799999999999997
524,300059.SZ,20120530,14.19,14.49,14.14,14.24,14.27,-0.03,-0.21,20483.06,29260.2622,14.402999999999945,14.607999999999953,16.622800000000066,19.47566666666666,20.345299999999924,41329.90950000002,48853.529199999946,0.0035236081747710155,0.024154589371980652,-5.0,-10.3,-15.3
525,300059.SZ,20120531,14.13,14.46,14.0,14.26,14.24,0.02,0.14,22384.13,32000.1295,14.308999999999946,14.566499999999953,16.457000000000065,19.429599999999994,20.298499999999922,39869.20950000002,47293.49079999994,0.009200283085633334,0.03181189488243436,-5.0,-15.3,-20.3
526,300059.SZ,20120601,14.19,14.34,13.9,13.95,14.26,-0.31,-2.17,22481.49,31732.8161,14.243999999999946,14.506499999999955,16.293000000000067,19.388199999999994,20.24549999999992,38763.89350000002,46498.85539999996,0.01691331923890065,0.030683403068340272,-5.0,-16.799999999999997,-21.799999999999997
527,300059.SZ,20120604,13.7,13.77,13.2,13.2,13.95,-0.75,-5.38,37467.92,50316.7792,14.120999999999944,14.421499999999956,16.105200000000067,19.341399999999993,20.18694999999992,38028.97600000002,46443.85179999995,0.03649635036496351,0.04139433551198259,-5.0,-18.79999999999999,-23.79999999999999
528,300059.SZ,20120605,13.25,13.42,13.12,13.14,13.2,-0.06,-0.45,21309.75,28227.1891,13.964999999999943,14.353499999999954,15.933600000000068,19.297733333333326,20.12514999999992,35995.87100000002,45938.76779999994,0.008301886792452787,0.02235469448584208,-5.0,-12.3,-17.3
529,300059.SZ,20120606,13.21,13.36,12.96,13.0,13.14,-0.14,-1.07,15403.63,20219.6165,13.814999999999944,14.289499999999956,15.764400000000066,19.258533333333325,20.06479999999992,35025.82100000002,45330.57179999994,0.015897047691143137,0.029940119760478938,-5.0,-15.3,-20.3
530,300059.SZ,20120607,13.23,13.29,12.74,12.85,13.0,-0.15,-1.15,28545.22,37135.4599,13.680999999999944,14.189999999999959,15.587200000000067,19.21926666666666,20.00874999999992,33377.76300000002,45328.619399999945,0.02872260015117164,0.0413844996237772,-5.0,-18.79999999999999,-23.79999999999999
531,300059.SZ,20120608,12.91,13.32,12.8,13.12,12.85,0.27,2.1,37880.05,49641.3177,13.602999999999943,14.10699999999996,15.413600000000066,19.169333333333324,19.96194999999992,31824.96350000002,45396.528399999945,0.016266460108442994,0.039039039039039006,-5.0,-18.79999999999999,-23.79999999999999
532,300059.SZ,20120611,13.2,13.46,13.0,13.43,13.12,0.31,2.36,29795.2,39611.8564,13.545999999999944,14.02049999999996,15.245400000000066,19.116533333333326,19.91759999999992,30067.473000000016,45588.25439999995,0.017424242424242457,0.03417533432392279,-5.0,-16.799999999999997,-21.799999999999997
533,300059.SZ,20120612,13.29,13.4,13.02,13.18,13.43,-0.25,-1.86,24303.51,31967.0785,13.436999999999944,13.93199999999996,15.069400000000064,19.06253333333332,19.870149999999917,29212.767000000014,45467.014599999944,0.008276899924755414,0.028358208955223937,-5.0,-15.3,-20.3
534,300059.SZ,20120613,13.16,13.5,12.91,13.43,13.18,0.25,1.9,33049.71,43771.393,13.355999999999943,13.87949999999996,14.924800000000063,19.003933333333322,19.821199999999916,29577.223000000016,45466.477399999945,0.02051671732522793,0.043703703703703696,-5.0,-18.79999999999999,-23.79999999999999
535,300059.SZ,20120614,13.29,13.56,13.1,13.12,13.43,-0.31,-2.31,24486.47,32729.1975,13.241999999999942,13.77549999999996,14.787200000000064,18.940266666666655,19.769399999999916,27805.782500000012,45351.54519999995,0.012791572610985699,0.03392330383480832,-5.0,-15.3,-20.3
536,300059.SZ,20120615,13.15,13.45,12.97,13.25,13.12,0.13,0.99,29063.81,38316.3207,13.17199999999994,13.70799999999996,14.654200000000065,18.881933333333322,19.71339999999992,26970.874000000018,45600.413199999944,0.007604562737642559,0.03568773234200734,-5.0,-15.3,-20.3
537,300059.SZ,20120618,13.39,13.39,12.83,12.89,13.25,-0.36,-2.72,78007.48,101682.709,13.14099999999994,13.630999999999958,14.498600000000065,18.812399999999986,19.657349999999916,29451.337500000016,46528.55299999994,0.037341299477221805,0.04182225541448846,-5.0,-18.79999999999999,-23.79999999999999
538,300059.SZ,20120619,12.76,12.81,12.34,12.36,12.89,-0.53,-4.11,75178.62,93904.4516,13.06299999999994,13.513999999999958,14.328800000000065,18.73813333333332,19.598599999999916,32028.668500000018,47550.231999999945,0.03134796238244517,0.03669008587041379,-5.0,-16.799999999999997,-21.799999999999997
539,300059.SZ,20120620,12.38,12.6,12.3,12.53,12.36,0.17,1.38,41752.51,52096.6939,13.01599999999994,13.415499999999957,14.165600000000063,18.66279999999999,19.543749999999918,32411.41550000002,47897.71659999995,0.012116316639741402,0.023809523809523725,-5.0,-12.3,-17.3
540,300059.SZ,20120621,12.45,12.49,11.81,12.0,12.53,-0.53,-4.23,42005.38,50860.416,12.93099999999994,13.305999999999958,13.988800000000062,18.587533333333322,19.487899999999918,32824.65100000002,48131.16099999994,0.036144578313252955,0.05444355484387508,-5.0,-18.79999999999999,-23.79999999999999
541,300059.SZ,20120625,11.88,11.98,11.73,11.73,12.0,-0.27,-2.25,20023.84,23708.513,12.791999999999941,13.197499999999957,13.962600000000064,18.513933333333323,19.428149999999917,32704.262000000017,47762.238999999936,0.012626262626262656,0.020868113522537562,-5.0,-12.3,-17.3
542,300059.SZ,20120626,11.78,11.99,11.53,11.89,11.73,0.16,1.36,23625.93,27830.6145,12.637999999999941,13.091999999999956,13.931400000000062,18.433333333333323,19.363599999999916,32658.444000000018,47149.132799999934,0.009337860780984824,0.03836530442035036,-5.0,-17.299999999999994,-22.299999999999994
543,300059.SZ,20120627,11.87,12.14,11.76,11.9,11.89,0.01,0.08,28030.81,33567.3258,12.509999999999943,12.973499999999955,13.902400000000062,18.35439999999999,19.29969999999992,32763.926000000018,46783.49459999993,0.002527379949452497,0.03130148270181225,-5.0,-13.3,-18.3
544,300059.SZ,20120628,11.95,12.04,11.6,11.6,11.9,-0.3,-2.52,16037.06,18999.1309,12.326999999999941,12.841499999999957,13.860800000000063,18.275666666666655,19.230999999999916,32541.62600000002,46015.613799999934,0.029288702928870265,0.03654485049833883,-5.0,-16.799999999999997,-21.799999999999997
545,300059.SZ,20120629,11.59,11.92,11.5,11.78,11.6,0.18,1.55,20452.15,23960.2641,12.192999999999941,12.717499999999957,13.828800000000063,18.192399999999992,19.161749999999916,32445.02700000002,45653.40599999993,0.016393442622950775,0.03523489932885906,-5.0,-16.799999999999997,-21.799999999999997
546,300059.SZ,20120702,11.88,11.97,11.65,11.92,11.78,0.14,1.19,23533.08,27891.8572,12.059999999999942,12.615999999999957,13.789600000000062,18.110399999999995,19.094949999999915,32497.606500000016,45011.82439999993,0.003367003367003295,0.026733500417710967,-5.0,-13.3,-18.3
547,300059.SZ,20120703,11.89,12.12,11.83,11.94,11.92,0.02,0.17,34678.23,41607.0941,11.964999999999941,12.552999999999958,13.745000000000063,18.036266666666663,19.031849999999917,32358.122000000014,44345.109199999926,0.004205214465937673,0.02392739273927386,-5.0,-10.3,-15.3
548,300059.SZ,20120704,12.05,12.06,11.6,11.65,11.94,-0.29,-2.43,28861.99,33982.9329,11.893999999999942,12.478499999999958,13.681800000000065,17.960599999999996,18.96824999999992,32735.734000000015,42491.02139999993,0.033195020746887995,0.03814262023217254,-5.0,-18.79999999999999,-23.79999999999999
549,300059.SZ,20120705,11.59,11.63,11.19,11.36,11.65,-0.29,-2.49,29081.71,33104.4476,11.77699999999994,12.396499999999957,13.639000000000065,17.888466666666663,18.90349999999992,33419.63800000001,41309.132199999935,0.01984469370146682,0.037833190025795466,-5.0,-18.79999999999999,-23.79999999999999
550,300059.SZ,20120706,11.42,11.75,11.21,11.66,11.36,0.3,2.64,25669.83,29423.5751,11.742999999999942,12.336999999999957,13.585800000000063,17.817199999999996,18.84279999999992,33275.86850000001,39853.233799999936,0.021015761821366042,0.04595744680851056,-5.0,-18.79999999999999,-23.79999999999999
551,300059.SZ,20120709,11.52,11.66,10.96,11.0,11.66,-0.66,-5.66,34600.68,38703.879,11.669999999999941,12.230999999999957,13.502600000000063,17.739599999999996,18.782799999999916,33111.90000000001,37920.08059999993,0.04513888888888885,0.06003430531732412,-5.0,-18.79999999999999,-23.79999999999999
552,300059.SZ,20120710,10.98,11.21,10.79,11.07,11.0,0.07,0.64,24208.77,26658.4441,11.58799999999994,12.112999999999957,13.422200000000064,17.662799999999997,18.72214999999992,32832.57850000002,36834.618399999934,0.008196721311475396,0.037466547725245464,-5.0,-17.299999999999994,-22.299999999999994
553,300059.SZ,20120711,10.83,11.2,10.81,10.97,11.07,-0.1,-0.9,21376.79,23446.6083,11.494999999999939,12.002499999999957,13.345600000000065,17.587199999999996,18.65884999999992,32686.242500000015,35566.326599999935,0.012927054478301067,0.03482142857142847,-5.0,-15.3,-20.3
554,300059.SZ,20120712,10.93,11.45,10.92,11.38,10.97,0.41,3.74,28976.54,32531.4494,11.472999999999939,11.899999999999956,13.274400000000064,17.51493333333333,18.60044999999992,32482.58400000002,34977.40959999994,0.041171088746569176,0.046288209606986847,-5.0,-18.79999999999999,-23.79999999999999
555,300059.SZ,20120713,11.39,11.41,11.12,11.22,11.38,-0.16,-1.41,16054.57,18116.8346,11.41699999999994,11.804999999999955,13.197000000000065,17.44373333333333,18.54199999999992,32060.98900000002,34266.53839999994,0.014925373134328351,0.025416301489921203,-5.0,-12.3,-17.3
556,300059.SZ,20120716,11.22,11.22,10.68,10.72,11.22,-0.5,-4.46,24417.22,26482.9071,11.296999999999938,11.678499999999955,13.108400000000065,17.36193333333333,18.47979999999992,31828.659500000016,33863.12659999994,0.044563279857397504,0.048128342245989386,-5.0,-18.79999999999999,-23.79999999999999
557,300059.SZ,20120717,10.71,11.05,10.68,10.9,10.72,0.18,1.68,10497.56,11415.8462,11.19299999999994,11.578999999999954,13.028400000000065,17.28793333333333,18.41934999999992,28453.163500000017,33029.75239999994,0.01774042950513534,0.03348416289592769,-5.0,-16.799999999999997,-21.799999999999997
558,300059.SZ,20120718,10.95,11.1,10.72,11.08,10.9,0.18,1.65,11444.76,12507.5328,11.135999999999939,11.514999999999956,12.960000000000067,17.206466666666664,18.36119999999992,25266.470500000018,32019.21059999994,0.011872146118721533,0.03423423423423415,-5.0,-15.3,-20.3
559,300059.SZ,20120719,10.95,11.37,10.89,11.09,11.08,0.01,0.09,35138.83,39220.1312,11.10899999999994,11.442999999999957,12.896200000000068,17.128199999999996,18.30304999999992,24935.78650000002,32025.894599999945,0.012785388127853934,0.04221635883905002,-5.0,-17.299999999999994,-22.299999999999994
560,300059.SZ,20120720,11.07,11.15,10.67,10.77,11.09,-0.32,-2.89,32144.07,34864.5904,11.01999999999994,11.381499999999956,12.814800000000066,17.06233333333333,18.24824999999992,24442.72100000002,31438.648399999947,0.02710027100271009,0.043049327354260127,-5.0,-18.79999999999999,-23.79999999999999
561,300059.SZ,20120723,10.65,10.94,10.5,10.94,10.77,0.17,1.58,13556.2,14597.7867,11.013999999999939,11.341999999999958,12.738000000000067,16.998666666666665,18.19384999999992,24119.339000000018,30331.051599999944,0.027230046948356727,0.04021937842778789,-5.0,-18.79999999999999,-23.79999999999999
562,300059.SZ,20120724,10.8,11.17,10.8,10.9,10.94,-0.04,-0.37,19501.49,21366.4791,10.99699999999994,11.292499999999958,12.652800000000068,16.93453333333333,18.135799999999918,23913.11700000002,29422.181199999945,0.009259259259259226,0.03312444046553261,-5.0,-15.3,-20.3
563,300059.SZ,20120725,10.93,11.08,10.82,10.84,10.9,-0.06,-0.55,18781.83,20561.3644,10.983999999999941,11.239499999999957,12.570600000000068,16.866933333333332,18.08134999999992,23450.66800000002,28969.86519999995,0.008234217749313802,0.023465703971119113,-5.0,-12.3,-17.3
564,300059.SZ,20120726,10.83,11.0,10.79,10.83,10.84,-0.01,-0.09,12024.85,13084.0376,10.928999999999942,11.200999999999958,12.497600000000068,16.801133333333333,18.02949999999992,23250.057500000017,28695.150399999948,0.0,0.01909090909090917,-5.0,-10.3,-15.3
565,300059.SZ,20120727,10.92,11.4,10.89,11.05,10.83,0.22,2.03,22825.51,25303.6292,10.91199999999994,11.164499999999958,12.414600000000066,16.738266666666668,17.981449999999924,23368.72550000002,27953.35499999995,0.011904761904761977,0.04473684210526314,-5.0,-17.299999999999994,-22.299999999999994
566,300059.SZ,20120730,10.99,11.09,10.79,10.83,11.05,-0.22,-1.99,17700.16,19334.67,10.922999999999941,11.10999999999996,12.339200000000067,16.67686666666667,17.931149999999924,23077.079500000014,27392.118599999947,0.0145586897179254,0.027051397655545602,-5.0,-15.3,-20.3
567,300059.SZ,20120731,10.8,10.91,10.58,10.66,10.83,-0.17,-1.57,17199.0,18381.7765,10.89899999999994,11.04599999999996,12.263800000000067,16.616533333333333,17.88194999999992,22203.118000000017,27168.134399999948,0.012962962962963015,0.030247479376718612,-5.0,-15.3,-20.3
568,300059.SZ,20120801,10.66,11.08,10.65,10.9,10.66,0.24,2.25,13419.23,14600.5348,10.88099999999994,11.008499999999959,12.187800000000065,16.559866666666668,17.837449999999922,21430.980000000018,26963.878999999946,0.02251407129455912,0.03880866425992777,-5.0,-18.79999999999999,-23.79999999999999
569,300059.SZ,20120802,10.85,11.1,10.8,10.96,10.9,0.06,0.55,13762.53,15099.8701,10.867999999999942,10.988499999999961,12.117000000000067,16.497,17.794149999999924,20665.021000000015,26557.178199999948,0.01013824884792638,0.02702702702702693,-5.0,-15.3,-20.3
570,300059.SZ,20120803,10.98,11.39,10.95,11.35,10.96,0.39,3.56,22259.77,24908.2902,10.925999999999942,10.97299999999996,12.060200000000066,16.43466666666667,17.75209999999992,20494.51800000002,26327.56019999995,0.03369763205828772,0.0386303775241441,-5.0,-18.79999999999999,-23.79999999999999
571,300059.SZ,20120806,11.2,11.7,11.2,11.63,11.35,0.28,2.47,33260.23,38236.531,10.99499999999994,11.004499999999961,12.014800000000067,16.37786666666667,17.71249999999992,20427.495500000015,26544.132399999948,0.03839285714285728,0.042735042735042736,-5.0,-18.79999999999999,-23.79999999999999
572,300059.SZ,20120807,11.57,11.78,11.5,11.71,11.63,0.08,0.69,26984.71,31373.4306,11.07599999999994,11.036499999999961,11.969000000000067,16.325000000000003,17.667699999999922,20566.292500000018,26592.980799999947,0.012100259291270576,0.023769100169779234,-5.0,-12.3,-17.3
573,300059.SZ,20120808,11.71,11.73,11.44,11.52,11.71,-0.19,-1.62,20204.7,23360.0515,11.143999999999938,11.063999999999961,11.914000000000067,16.270733333333336,17.61949999999992,20507.688000000016,26478.651399999944,0.016225448334756726,0.024722932651321475,-5.0,-13.8,-18.8
574,300059.SZ,20120809,11.43,11.82,11.43,11.67,11.52,0.15,1.3,18626.16,21664.572,11.22799999999994,11.078499999999961,11.862600000000066,16.215600000000006,17.57239999999992,19990.169000000016,26441.51339999994,0.02099737532808401,0.03299492385786807,-5.0,-16.799999999999997,-21.799999999999997
575,300059.SZ,20120810,11.68,11.68,11.49,11.59,11.67,-0.08,-0.69,14835.51,17168.9429,11.28199999999994,11.096999999999962,11.809200000000066,16.160200000000003,17.52449999999992,19929.21600000002,26290.540999999947,0.007705479452054783,0.01626712328767119,-5.0,-12.3,-17.3
576,300059.SZ,20120813,11.5,11.54,11.18,11.19,11.59,-0.4,-3.45,15262.2,17384.1802,11.31799999999994,11.12049999999996,11.754000000000067,16.10813333333334,17.47964999999992,19471.46500000002,26146.155199999943,0.02695652173913048,0.031195840554592673,-5.0,-16.799999999999997,-21.799999999999997
